cohort,site,sex,id,group,control_group,age_days,dead,status,species,strain,compound,compound_display_name,control_compound,concentration,units,condition,is_control,age_initiation_months
ninae17_ld,ALL,all,FLY-ninae17_ld-B1-DR-R1-86-2,DR,AL,8,true,dead,D. melanogaster,ninaE17,dietary_restriction,Dietary restriction,ad_libitum,0.5,% yeast extract,12:12 light-dark,false,
ninae17_ld,ALL,all,FLY-ninae17_ld-B1-DR-R1-86-3,DR,AL,8,true,dead,D. melanogaster,ninaE17,dietary_restriction,Dietary restriction,ad_libitum,0.5,% yeast extract,12:12 light-dark,false,
ninae17_ld,ALL,all,FLY-ninae17_ld-B1-DR-R1-86-4,DR,AL,8,true,dead,D. melanogaster,ninaE17,dietary_restriction,Dietary restriction,ad_libitum,0.5,% yeast extract,12:12 light-dark,false,
ninae17_ld,ALL,all,FLY-ninae17_ld-B1-DR-R10-48-1,DR,AL,8,true,dead,D. melanogaster,ninaE17,dietary_restriction,Dietary restriction,ad_libitum,0.5,% yeast extract,12:12 light-dark,false,
ninae17_ld,ALL,all,FLY-ninae17_ld-B1-DR-R10-86-1,DR,AL,8,true,dead,D. melanogaster,ninaE17,dietary_restriction,Dietary restriction,ad_libitum,0.5,% yeast extract,12:12 light-dark,false,
ninae17_ld,ALL,all,FLY-ninae17_ld-B1-DR-R3-48-1,DR,AL,8,true,dead,D. melanogaster,ninaE17,dietary_restriction,Dietary restriction,ad_libitum,0.5,% yeast extract,12:12 light-dark,false,
ninae17_ld,ALL,all,FLY-ninae17_ld-B1-DR-R6-5-1,DR,AL,8,true,dead,D. melanogaster,ninaE17,dietary_restriction,Dietary restriction,ad_libitum,0.5,% yeast extract,12:12 light-dark,false,
ninae17_ld,ALL,all,FLY-ninae17_ld-B1-DR-R7-48-1,DR,AL,8,true,dead,D. melanogaster,ninaE17,dietary_restriction,Dietary restriction,ad_libitum,0.5,% yeast extract,12:12 light-dark,false,
ninae17_ld,ALL,all,FLY-ninae17_ld-B1-DR-R8-48-1,DR,AL,8,true,dead,D. melanogaster,ninaE17,dietary_restriction,Dietary restriction,ad_libitum,0.5,% yeast extract,12:12 light-dark,false,
ninae17_ld,ALL,all,FLY-ninae17_ld-B1-DR-R9-48-1,DR,AL,8,true,dead,D. melanogaster,ninaE17,dietary_restriction,Dietary restriction,ad_libitum,0.5,% yeast extract,12:12 light-dark,false,
ninae17_ld,ALL,all,FLY-ninae17_ld-B1-DR-R1-49-1,DR,AL,10,true,dead,D. melanogaster,ninaE17,dietary_restriction,Dietary restriction,ad_libitum,0.5,% yeast extract,12:12 light-dark,false,
ninae17_ld,ALL,all,FLY-ninae17_ld-B1-DR-R1-6-1,DR,AL,10,true,dead,D. melanogaster,ninaE17,dietary_restriction,Dietary restriction,ad_libitum,0.5,% yeast extract,12:12 light-dark,false,
ninae17_ld,ALL,all,FLY-ninae17_ld-B1-DR-R10-87-1,DR,AL,10,true,dead,D. melanogaster,ninaE17,dietary_restriction,Dietary restriction,ad_libitum,0.5,% yeast extract,12:12 light-dark,false,
ninae17_ld,ALL,all,FLY-ninae17_ld-B1-DR-R2-87-1,DR,AL,10,true,dead,D. melanogaster,ninaE17,dietary_restriction,Dietary restriction,ad_libitum,0.5,% yeast extract,12:12 light-dark,false,
ninae17_ld,ALL,all,FLY-ninae17_ld-B1-DR-R4-49-1,DR,AL,10,true,dead,D. melanogaster,ninaE17,dietary_restriction,Dietary restriction,ad_libitum,0.5,% yeast extract,12:12 light-dark,false,
ninae17_ld,ALL,all,FLY-ninae17_ld-B1-DR-R4-49-2,DR,AL,10,true,dead,D. melanogaster,ninaE17,dietary_restriction,Dietary restriction,ad_libitum,0.5,% yeast extract,12:12 light-dark,false,
ninae17_ld,ALL,all,FLY-ninae17_ld-B1-DR-R5-49-1,DR,AL,10,true,dead,D. melanogaster,ninaE17,dietary_restriction,Dietary restriction,ad_libitum,0.5,% yeast extract,12:12 light-dark,false,
ninae17_ld,ALL,all,FLY-ninae17_ld-B1-DR-R6-49-1,DR,AL,10,true,dead,D. melanogaster,ninaE17,dietary_restriction,Dietary restriction,ad_libitum,0.5,% yeast extract,12:12 light-dark,false,
ninae17_ld,ALL,all,FLY-ninae17_ld-B1-DR-R6-49-2,DR,AL,10,true,dead,D. melanogaster,ninaE17,dietary_restriction,Dietary restriction,ad_libitum,0.5,% yeast extract,12:12 light-dark,false,
ninae17_ld,ALL,all,FLY-ninae17_ld-B1-DR-R7-49-1,DR,AL,10,true,dead,D. melanogaster,ninaE17,dietary_restriction,Dietary restriction,ad_libitum,0.5,% yeast extract,12:12 light-dark,false,
ninae17_ld,ALL,all,FLY-ninae17_ld-B1-DR-R7-49-2,DR,AL,10,true,dead,D. melanogaster,ninaE17,dietary_restriction,Dietary restriction,ad_libitum,0.5,% yeast extract,12:12 light-dark,false,
ninae17_ld,ALL,all,FLY-ninae17_ld-B1-DR-R7-49-3,DR,AL,10,true,dead,D. melanogaster,ninaE17,dietary_restriction,Dietary restriction,ad_libitum,0.5,% yeast extract,12:12 light-dark,false,
ninae17_ld,ALL,all,FLY-ninae17_ld-B1-DR-R7-6-1,DR,AL,10,true,dead,D. melanogaster,ninaE17,dietary_restriction,Dietary restriction,ad_libitum,0.5,% yeast extract,12:12 light-dark,false,
ninae17_ld,ALL,all,FLY-ninae17_ld-B1-DR-R7-6-2,DR,AL,10,true,dead,D. melanogaster,ninaE17,dietary_restriction,Dietary restriction,ad_libitum,0.5,% yeast extract,12:12 light-dark,false,
ninae17_ld,ALL,all,FLY-ninae17_ld-B1-DR-R7-6-3,DR,AL,10,true,dead,D. melanogaster,ninaE17,dietary_restriction,Dietary restriction,ad_libitum,0.5,% yeast extract,12:12 light-dark,false,
ninae17_ld,ALL,all,FLY-ninae17_ld-B1-DR-R9-49-1,DR,AL,10,true,dead,D. melanogaster,ninaE17,dietary_restriction,Dietary restriction,ad_libitum,0.5,% yeast extract,12:12 light-dark,false,
ninae17_ld,ALL,all,FLY-ninae17_ld-B1-DR-R9-49-2,DR,AL,10,true,dead,D. melanogaster,ninaE17,dietary_restriction,Dietary restriction,ad_libitum,0.5,% yeast extract,12:12 light-dark,false,
ninae17_ld,ALL,all,FLY-ninae17_ld-B1-DR-R1-50-1,DR,AL,12,true,dead,D. melanogaster,ninaE17,dietary_restriction,Dietary restriction,ad_libitum,0.5,% yeast extract,12:12 light-dark,false,
ninae17_ld,ALL,all,FLY-ninae17_ld-B1-DR-R1-7-1,DR,AL,12,true,dead,D. melanogaster,ninaE17,dietary_restriction,Dietary restriction,ad_libitum,0.5,% yeast extract,12:12 light-dark,false,
ninae17_ld,ALL,all,FLY-ninae17_ld-B1-DR-R10-88-1,DR,AL,12,true,dead,D. melanogaster,ninaE17,dietary_restriction,Dietary restriction,ad_libitum,0.5,% yeast extract,12:12 light-dark,false,
ninae17_ld,ALL,all,FLY-ninae17_ld-B1-DR-R3-50-1,DR,AL,12,true,dead,D. melanogaster,ninaE17,dietary_restriction,Dietary restriction,ad_libitum,0.5,% yeast extract,12:12 light-dark,false,
ninae17_ld,ALL,all,FLY-ninae17_ld-B1-DR-R7-7-1,DR,AL,12,true,dead,D. melanogaster,ninaE17,dietary_restriction,Dietary restriction,ad_libitum,0.5,% yeast extract,12:12 light-dark,false,
ninae17_ld,ALL,all,FLY-ninae17_ld-B1-DR-R9-50-1,DR,AL,12,true,dead,D. melanogaster,ninaE17,dietary_restriction,Dietary restriction,ad_libitum,0.5,% yeast extract,12:12 light-dark,false,
ninae17_ld,ALL,all,FLY-ninae17_ld-B1-DR-R1-8-1,DR,AL,14,true,dead,D. melanogaster,ninaE17,dietary_restriction,Dietary restriction,ad_libitum,0.5,% yeast extract,12:12 light-dark,false,
ninae17_ld,ALL,all,FLY-ninae17_ld-B1-DR-R10-51-1,DR,AL,14,true,dead,D. melanogaster,ninaE17,dietary_restriction,Dietary restriction,ad_libitum,0.5,% yeast extract,12:12 light-dark,false,
ninae17_ld,ALL,all,FLY-ninae17_ld-B1-DR-R10-8-1,DR,AL,14,true,dead,D. melanogaster,ninaE17,dietary_restriction,Dietary restriction,ad_libitum,0.5,% yeast extract,12:12 light-dark,false,
ninae17_ld,ALL,all,FLY-ninae17_ld-B1-DR-R10-89-1,DR,AL,14,true,dead,D. melanogaster,ninaE17,dietary_restriction,Dietary restriction,ad_libitum,0.5,% yeast extract,12:12 light-dark,false,
ninae17_ld,ALL,all,FLY-ninae17_ld-B1-DR-R10-89-2,DR,AL,14,true,dead,D. melanogaster,ninaE17,dietary_restriction,Dietary restriction,ad_libitum,0.5,% yeast extract,12:12 light-dark,false,
ninae17_ld,ALL,all,FLY-ninae17_ld-B1-DR-R2-51-1,DR,AL,14,true,dead,D. melanogaster,ninaE17,dietary_restriction,Dietary restriction,ad_libitum,0.5,% yeast extract,12:12 light-dark,false,
ninae17_ld,ALL,all,FLY-ninae17_ld-B1-DR-R5-51-1,DR,AL,14,true,dead,D. melanogaster,ninaE17,dietary_restriction,Dietary restriction,ad_libitum,0.5,% yeast extract,12:12 light-dark,false,
ninae17_ld,ALL,all,FLY-ninae17_ld-B1-DR-R6-8-1,DR,AL,14,true,dead,D. melanogaster,ninaE17,dietary_restriction,Dietary restriction,ad_libitum,0.5,% yeast extract,12:12 light-dark,false,
ninae17_ld,ALL,all,FLY-ninae17_ld-B1-DR-R7-89-1,DR,AL,14,true,dead,D. melanogaster,ninaE17,dietary_restriction,Dietary restriction,ad_libitum,0.5,% yeast extract,12:12 light-dark,false,
ninae17_ld,ALL,all,FLY-ninae17_ld-B1-DR-R7-89-2,DR,AL,14,true,dead,D. melanogaster,ninaE17,dietary_restriction,Dietary restriction,ad_libitum,0.5,% yeast extract,12:12 light-dark,false,
ninae17_ld,ALL,all,FLY-ninae17_ld-B1-DR-R9-51-1,DR,AL,14,true,dead,D. melanogaster,ninaE17,dietary_restriction,Dietary restriction,ad_libitum,0.5,% yeast extract,12:12 light-dark,false,
ninae17_ld,ALL,all,FLY-ninae17_ld-B1-DR-R1-52-1,DR,AL,16,true,dead,D. melanogaster,ninaE17,dietary_restriction,Dietary restriction,ad_libitum,0.5,% yeast extract,12:12 light-dark,false,
ninae17_ld,ALL,all,FLY-ninae17_ld-B1-DR-R2-52-1,DR,AL,16,true,dead,D. melanogaster,ninaE17,dietary_restriction,Dietary restriction,ad_libitum,0.5,% yeast extract,12:12 light-dark,false,
ninae17_ld,ALL,all,FLY-ninae17_ld-B1-DR-R3-52-1,DR,AL,16,true,dead,D. melanogaster,ninaE17,dietary_restriction,Dietary restriction,ad_libitum,0.5,% yeast extract,12:12 light-dark,false,
ninae17_ld,ALL,all,FLY-ninae17_ld-B1-DR-R4-9-1,DR,AL,16,true,dead,D. melanogaster,ninaE17,dietary_restriction,Dietary restriction,ad_libitum,0.5,% yeast extract,12:12 light-dark,false,
ninae17_ld,ALL,all,FLY-ninae17_ld-B1-DR-R6-52-1,DR,AL,16,true,dead,D. melanogaster,ninaE17,dietary_restriction,Dietary restriction,ad_libitum,0.5,% yeast extract,12:12 light-dark,false,
ninae17_ld,ALL,all,FLY-ninae17_ld-B1-DR-R6-9-1,DR,AL,16,true,dead,D. melanogaster,ninaE17,dietary_restriction,Dietary restriction,ad_libitum,0.5,% yeast extract,12:12 light-dark,false,
ninae17_ld,ALL,all,FLY-ninae17_ld-B1-DR-R6-90-1,DR,AL,16,true,dead,D. melanogaster,ninaE17,dietary_restriction,Dietary restriction,ad_libitum,0.5,% yeast extract,12:12 light-dark,false,
ninae17_ld,ALL,all,FLY-ninae17_ld-B1-DR-R6-90-2,DR,AL,16,true,dead,D. melanogaster,ninaE17,dietary_restriction,Dietary restriction,ad_libitum,0.5,% yeast extract,12:12 light-dark,false,
ninae17_ld,ALL,all,FLY-ninae17_ld-B1-DR-R7-52-1,DR,AL,16,true,dead,D. melanogaster,ninaE17,dietary_restriction,Dietary restriction,ad_libitum,0.5,% yeast extract,12:12 light-dark,false,
ninae17_ld,ALL,all,FLY-ninae17_ld-B1-DR-R7-9-1,DR,AL,16,true,dead,D. melanogaster,ninaE17,dietary_restriction,Dietary restriction,ad_libitum,0.5,% yeast extract,12:12 light-dark,false,
ninae17_ld,ALL,all,FLY-ninae17_ld-B1-DR-R8-52-1,DR,AL,16,true,dead,D. melanogaster,ninaE17,dietary_restriction,Dietary restriction,ad_libitum,0.5,% yeast extract,12:12 light-dark,false,
ninae17_ld,ALL,all,FLY-ninae17_ld-B1-DR-R8-9-1,DR,AL,16,true,dead,D. melanogaster,ninaE17,dietary_restriction,Dietary restriction,ad_libitum,0.5,% yeast extract,12:12 light-dark,false,
ninae17_ld,ALL,all,FLY-ninae17_ld-B1-DR-R8-90-1,DR,AL,16,true,dead,D. melanogaster,ninaE17,dietary_restriction,Dietary restriction,ad_libitum,0.5,% yeast extract,12:12 light-dark,false,
ninae17_ld,ALL,all,FLY-ninae17_ld-B1-DR-R9-9-1,DR,AL,16,true,dead,D. melanogaster,ninaE17,dietary_restriction,Dietary restriction,ad_libitum,0.5,% yeast extract,12:12 light-dark,false,
ninae17_ld,ALL,all,FLY-ninae17_ld-B1-DR-R9-90-1,DR,AL,16,true,dead,D. melanogaster,ninaE17,dietary_restriction,Dietary restriction,ad_libitum,0.5,% yeast extract,12:12 light-dark,false,
ninae17_ld,ALL,all,FLY-ninae17_ld-B1-DR-R1-10-1,DR,AL,18,true,dead,D. melanogaster,ninaE17,dietary_restriction,Dietary restriction,ad_libitum,0.5,% yeast extract,12:12 light-dark,false,
ninae17_ld,ALL,all,FLY-ninae17_ld-B1-DR-R10-10-1,DR,AL,18,true,dead,D. melanogaster,ninaE17,dietary_restriction,Dietary restriction,ad_libitum,0.5,% yeast extract,12:12 light-dark,false,
ninae17_ld,ALL,all,FLY-ninae17_ld-B1-DR-R10-53-1,DR,AL,18,true,dead,D. melanogaster,ninaE17,dietary_restriction,Dietary restriction,ad_libitum,0.5,% yeast extract,12:12 light-dark,false,
ninae17_ld,ALL,all,FLY-ninae17_ld-B1-DR-R2-53-1,DR,AL,18,true,dead,D. melanogaster,ninaE17,dietary_restriction,Dietary restriction,ad_libitum,0.5,% yeast extract,12:12 light-dark,false,
ninae17_ld,ALL,all,FLY-ninae17_ld-B1-DR-R3-53-1,DR,AL,18,true,dead,D. melanogaster,ninaE17,dietary_restriction,Dietary restriction,ad_libitum,0.5,% yeast extract,12:12 light-dark,false,
ninae17_ld,ALL,all,FLY-ninae17_ld-B1-DR-R6-10-1,DR,AL,18,true,dead,D. melanogaster,ninaE17,dietary_restriction,Dietary restriction,ad_libitum,0.5,% yeast extract,12:12 light-dark,false,
ninae17_ld,ALL,all,FLY-ninae17_ld-B1-DR-R6-10-2,DR,AL,18,true,dead,D. melanogaster,ninaE17,dietary_restriction,Dietary restriction,ad_libitum,0.5,% yeast extract,12:12 light-dark,false,
ninae17_ld,ALL,all,FLY-ninae17_ld-B1-DR-R6-91-1,DR,AL,18,true,dead,D. melanogaster,ninaE17,dietary_restriction,Dietary restriction,ad_libitum,0.5,% yeast extract,12:12 light-dark,false,
ninae17_ld,ALL,all,FLY-ninae17_ld-B1-DR-R8-91-1,DR,AL,18,true,dead,D. melanogaster,ninaE17,dietary_restriction,Dietary restriction,ad_libitum,0.5,% yeast extract,12:12 light-dark,false,
ninae17_ld,ALL,all,FLY-ninae17_ld-B1-DR-R1-11-1,DR,AL,20,true,dead,D. melanogaster,ninaE17,dietary_restriction,Dietary restriction,ad_libitum,0.5,% yeast extract,12:12 light-dark,false,
ninae17_ld,ALL,all,FLY-ninae17_ld-B1-DR-R2-11-1,DR,AL,20,true,dead,D. melanogaster,ninaE17,dietary_restriction,Dietary restriction,ad_libitum,0.5,% yeast extract,12:12 light-dark,false,
ninae17_ld,ALL,all,FLY-ninae17_ld-B1-DR-R2-92-1,DR,AL,20,true,dead,D. melanogaster,ninaE17,dietary_restriction,Dietary restriction,ad_libitum,0.5,% yeast extract,12:12 light-dark,false,
ninae17_ld,ALL,all,FLY-ninae17_ld-B1-DR-R5-11-1,DR,AL,20,true,dead,D. melanogaster,ninaE17,dietary_restriction,Dietary restriction,ad_libitum,0.5,% yeast extract,12:12 light-dark,false,
ninae17_ld,ALL,all,FLY-ninae17_ld-B1-DR-R5-54-1,DR,AL,20,true,dead,D. melanogaster,ninaE17,dietary_restriction,Dietary restriction,ad_libitum,0.5,% yeast extract,12:12 light-dark,false,
ninae17_ld,ALL,all,FLY-ninae17_ld-B1-DR-R6-11-1,DR,AL,20,true,dead,D. melanogaster,ninaE17,dietary_restriction,Dietary restriction,ad_libitum,0.5,% yeast extract,12:12 light-dark,false,
ninae17_ld,ALL,all,FLY-ninae17_ld-B1-DR-R6-92-1,DR,AL,20,true,dead,D. melanogaster,ninaE17,dietary_restriction,Dietary restriction,ad_libitum,0.5,% yeast extract,12:12 light-dark,false,
ninae17_ld,ALL,all,FLY-ninae17_ld-B1-DR-R7-92-1,DR,AL,20,true,dead,D. melanogaster,ninaE17,dietary_restriction,Dietary restriction,ad_libitum,0.5,% yeast extract,12:12 light-dark,false,
ninae17_ld,ALL,all,FLY-ninae17_ld-B1-DR-R8-54-1,DR,AL,20,true,dead,D. melanogaster,ninaE17,dietary_restriction,Dietary restriction,ad_libitum,0.5,% yeast extract,12:12 light-dark,false,
ninae17_ld,ALL,all,FLY-ninae17_ld-B1-DR-R8-92-1,DR,AL,20,true,dead,D. melanogaster,ninaE17,dietary_restriction,Dietary restriction,ad_libitum,0.5,% yeast extract,12:12 light-dark,false,
ninae17_ld,ALL,all,FLY-ninae17_ld-B1-DR-R9-54-1,DR,AL,20,true,dead,D. melanogaster,ninaE17,dietary_restriction,Dietary restriction,ad_libitum,0.5,% yeast extract,12:12 light-dark,false,
ninae17_ld,ALL,all,FLY-ninae17_ld-B1-DR-R9-92-1,DR,AL,20,true,dead,D. melanogaster,ninaE17,dietary_restriction,Dietary restriction,ad_libitum,0.5,% yeast extract,12:12 light-dark,false,
ninae17_ld,ALL,all,FLY-ninae17_ld-B1-DR-R9-92-2,DR,AL,20,true,dead,D. melanogaster,ninaE17,dietary_restriction,Dietary restriction,ad_libitum,0.5,% yeast extract,12:12 light-dark,false,
ninae17_ld,ALL,all,FLY-ninae17_ld-B1-DR-R1-93-1,DR,AL,22,true,dead,D. melanogaster,ninaE17,dietary_restriction,Dietary restriction,ad_libitum,0.5,% yeast extract,12:12 light-dark,false,
ninae17_ld,ALL,all,FLY-ninae17_ld-B1-DR-R10-55-1,DR,AL,22,true,dead,D. melanogaster,ninaE17,dietary_restriction,Dietary restriction,ad_libitum,0.5,% yeast extract,12:12 light-dark,false,
ninae17_ld,ALL,all,FLY-ninae17_ld-B1-DR-R3-55-1,DR,AL,22,true,dead,D. melanogaster,ninaE17,dietary_restriction,Dietary restriction,ad_libitum,0.5,% yeast extract,12:12 light-dark,false,
ninae17_ld,ALL,all,FLY-ninae17_ld-B1-DR-R3-55-2,DR,AL,22,true,dead,D. melanogaster,ninaE17,dietary_restriction,Dietary restriction,ad_libitum,0.5,% yeast extract,12:12 light-dark,false,
ninae17_ld,ALL,all,FLY-ninae17_ld-B1-DR-R6-93-1,DR,AL,22,true,dead,D. melanogaster,ninaE17,dietary_restriction,Dietary restriction,ad_libitum,0.5,% yeast extract,12:12 light-dark,false,
ninae17_ld,ALL,all,FLY-ninae17_ld-B1-DR-R8-93-1,DR,AL,22,true,dead,D. melanogaster,ninaE17,dietary_restriction,Dietary restriction,ad_libitum,0.5,% yeast extract,12:12 light-dark,false,
ninae17_ld,ALL,all,FLY-ninae17_ld-B1-DR-R3-56-1,DR,AL,24,true,dead,D. melanogaster,ninaE17,dietary_restriction,Dietary restriction,ad_libitum,0.5,% yeast extract,12:12 light-dark,false,
ninae17_ld,ALL,all,FLY-ninae17_ld-B1-DR-R3-94-1,DR,AL,24,true,dead,D. melanogaster,ninaE17,dietary_restriction,Dietary restriction,ad_libitum,0.5,% yeast extract,12:12 light-dark,false,
ninae17_ld,ALL,all,FLY-ninae17_ld-B1-DR-R4-13-1,DR,AL,24,true,dead,D. melanogaster,ninaE17,dietary_restriction,Dietary restriction,ad_libitum,0.5,% yeast extract,12:12 light-dark,false,
ninae17_ld,ALL,all,FLY-ninae17_ld-B1-DR-R5-56-1,DR,AL,24,true,dead,D. melanogaster,ninaE17,dietary_restriction,Dietary restriction,ad_libitum,0.5,% yeast extract,12:12 light-dark,false,
ninae17_ld,ALL,all,FLY-ninae17_ld-B1-DR-R6-56-1,DR,AL,24,true,dead,D. melanogaster,ninaE17,dietary_restriction,Dietary restriction,ad_libitum,0.5,% yeast extract,12:12 light-dark,false,
ninae17_ld,ALL,all,FLY-ninae17_ld-B1-DR-R8-13-1,DR,AL,24,true,dead,D. melanogaster,ninaE17,dietary_restriction,Dietary restriction,ad_libitum,0.5,% yeast extract,12:12 light-dark,false,
ninae17_ld,ALL,all,FLY-ninae17_ld-B1-DR-R8-56-1,DR,AL,24,true,dead,D. melanogaster,ninaE17,dietary_restriction,Dietary restriction,ad_libitum,0.5,% yeast extract,12:12 light-dark,false,
ninae17_ld,ALL,all,FLY-ninae17_ld-B1-DR-R2-14-1,DR,AL,26,true,dead,D. melanogaster,ninaE17,dietary_restriction,Dietary restriction,ad_libitum,0.5,% yeast extract,12:12 light-dark,false,
ninae17_ld,ALL,all,FLY-ninae17_ld-B1-DR-R2-14-2,DR,AL,26,true,dead,D. melanogaster,ninaE17,dietary_restriction,Dietary restriction,ad_libitum,0.5,% yeast extract,12:12 light-dark,false,
ninae17_ld,ALL,all,FLY-ninae17_ld-B1-DR-R2-14-3,DR,AL,26,true,dead,D. melanogaster,ninaE17,dietary_restriction,Dietary restriction,ad_libitum,0.5,% yeast extract,12:12 light-dark,false,
ninae17_ld,ALL,all,FLY-ninae17_ld-B1-DR-R2-14-4,DR,AL,26,true,dead,D. melanogaster,ninaE17,dietary_restriction,Dietary restriction,ad_libitum,0.5,% yeast extract,12:12 light-dark,false,
ninae17_ld,ALL,all,FLY-ninae17_ld-B1-DR-R2-57-1,DR,AL,26,true,dead,D. melanogaster,ninaE17,dietary_restriction,Dietary restriction,ad_libitum,0.5,% yeast extract,12:12 light-dark,false,
ninae17_ld,ALL,all,FLY-ninae17_ld-B1-DR-R2-57-2,DR,AL,26,true,dead,D. melanogaster,ninaE17,dietary_restriction,Dietary restriction,ad_libitum,0.5,% yeast extract,12:12 light-dark,false,
ninae17_ld,ALL,all,FLY-ninae17_ld-B1-DR-R2-57-3,DR,AL,26,true,dead,D. melanogaster,ninaE17,dietary_restriction,Dietary restriction,ad_libitum,0.5,% yeast extract,12:12 light-dark,false,
ninae17_ld,ALL,all,FLY-ninae17_ld-B1-DR-R4-14-1,DR,AL,26,true,dead,D. melanogaster,ninaE17,dietary_restriction,Dietary restriction,ad_libitum,0.5,% yeast extract,12:12 light-dark,false,
ninae17_ld,ALL,all,FLY-ninae17_ld-B1-DR-R4-14-2,DR,AL,26,true,dead,D. melanogaster,ninaE17,dietary_restriction,Dietary restriction,ad_libitum,0.5,% yeast extract,12:12 light-dark,false,
ninae17_ld,ALL,all,FLY-ninae17_ld-B1-DR-R4-57-1,DR,AL,26,true,dead,D. melanogaster,ninaE17,dietary_restriction,Dietary restriction,ad_libitum,0.5,% yeast extract,12:12 light-dark,false,
ninae17_ld,ALL,all,FLY-ninae17_ld-B1-DR-R4-95-1,DR,AL,26,true,dead,D. melanogaster,ninaE17,dietary_restriction,Dietary restriction,ad_libitum,0.5,% yeast extract,12:12 light-dark,false,
ninae17_ld,ALL,all,FLY-ninae17_ld-B1-DR-R5-14-1,DR,AL,26,true,dead,D. melanogaster,ninaE17,dietary_restriction,Dietary restriction,ad_libitum,0.5,% yeast extract,12:12 light-dark,false,
ninae17_ld,ALL,all,FLY-ninae17_ld-B1-DR-R5-14-2,DR,AL,26,true,dead,D. melanogaster,ninaE17,dietary_restriction,Dietary restriction,ad_libitum,0.5,% yeast extract,12:12 light-dark,false,
ninae17_ld,ALL,all,FLY-ninae17_ld-B1-DR-R5-95-1,DR,AL,26,true,dead,D. melanogaster,ninaE17,dietary_restriction,Dietary restriction,ad_libitum,0.5,% yeast extract,12:12 light-dark,false,
ninae17_ld,ALL,all,FLY-ninae17_ld-B1-DR-R7-14-1,DR,AL,26,true,dead,D. melanogaster,ninaE17,dietary_restriction,Dietary restriction,ad_libitum,0.5,% yeast extract,12:12 light-dark,false,
ninae17_ld,ALL,all,FLY-ninae17_ld-B1-DR-R8-57-1,DR,AL,26,true,dead,D. melanogaster,ninaE17,dietary_restriction,Dietary restriction,ad_libitum,0.5,% yeast extract,12:12 light-dark,false,
ninae17_ld,ALL,all,FLY-ninae17_ld-B1-DR-R8-95-1,DR,AL,26,true,dead,D. melanogaster,ninaE17,dietary_restriction,Dietary restriction,ad_libitum,0.5,% yeast extract,12:12 light-dark,false,
ninae17_ld,ALL,all,FLY-ninae17_ld-B1-DR-R9-57-1,DR,AL,26,true,dead,D. melanogaster,ninaE17,dietary_restriction,Dietary restriction,ad_libitum,0.5,% yeast extract,12:12 light-dark,false,
ninae17_ld,ALL,all,FLY-ninae17_ld-B1-DR-R10-96-1,DR,AL,28,true,dead,D. melanogaster,ninaE17,dietary_restriction,Dietary restriction,ad_libitum,0.5,% yeast extract,12:12 light-dark,false,
ninae17_ld,ALL,all,FLY-ninae17_ld-B1-DR-R4-96-1,DR,AL,28,true,dead,D. melanogaster,ninaE17,dietary_restriction,Dietary restriction,ad_libitum,0.5,% yeast extract,12:12 light-dark,false,
ninae17_ld,ALL,all,FLY-ninae17_ld-B1-DR-R7-15-1,DR,AL,28,true,dead,D. melanogaster,ninaE17,dietary_restriction,Dietary restriction,ad_libitum,0.5,% yeast extract,12:12 light-dark,false,
ninae17_ld,ALL,all,FLY-ninae17_ld-B1-DR-R7-15-2,DR,AL,28,true,dead,D. melanogaster,ninaE17,dietary_restriction,Dietary restriction,ad_libitum,0.5,% yeast extract,12:12 light-dark,false,
ninae17_ld,ALL,all,FLY-ninae17_ld-B1-DR-R7-96-1,DR,AL,28,true,dead,D. melanogaster,ninaE17,dietary_restriction,Dietary restriction,ad_libitum,0.5,% yeast extract,12:12 light-dark,false,
ninae17_ld,ALL,all,FLY-ninae17_ld-B1-DR-R8-58-1,DR,AL,28,true,dead,D. melanogaster,ninaE17,dietary_restriction,Dietary restriction,ad_libitum,0.5,% yeast extract,12:12 light-dark,false,
ninae17_ld,ALL,all,FLY-ninae17_ld-B1-DR-R8-96-1,DR,AL,28,true,dead,D. melanogaster,ninaE17,dietary_restriction,Dietary restriction,ad_libitum,0.5,% yeast extract,12:12 light-dark,false,
ninae17_ld,ALL,all,FLY-ninae17_ld-B1-DR-R9-15-1,DR,AL,28,true,dead,D. melanogaster,ninaE17,dietary_restriction,Dietary restriction,ad_libitum,0.5,% yeast extract,12:12 light-dark,false,
ninae17_ld,ALL,all,FLY-ninae17_ld-B1-DR-R9-96-1,DR,AL,28,true,dead,D. melanogaster,ninaE17,dietary_restriction,Dietary restriction,ad_libitum,0.5,% yeast extract,12:12 light-dark,false,
ninae17_ld,ALL,all,FLY-ninae17_ld-B1-DR-R9-96-2,DR,AL,28,true,dead,D. melanogaster,ninaE17,dietary_restriction,Dietary restriction,ad_libitum,0.5,% yeast extract,12:12 light-dark,false,
ninae17_ld,ALL,all,FLY-ninae17_ld-B1-DR-R3-16-1,DR,AL,30,true,dead,D. melanogaster,ninaE17,dietary_restriction,Dietary restriction,ad_libitum,0.5,% yeast extract,12:12 light-dark,false,
ninae17_ld,ALL,all,FLY-ninae17_ld-B1-DR-R4-16-1,DR,AL,30,true,dead,D. melanogaster,ninaE17,dietary_restriction,Dietary restriction,ad_libitum,0.5,% yeast extract,12:12 light-dark,false,
