cohort,site,sex,id,group,control_group,age_days,dead,status,species,strain,compound,compound_display_name,control_compound,concentration,units,condition,is_control,age_initiation_months
ninae17_ld,ALL,all,FLY-ninae17_ld-B1-AL-R6-15-1,AL,AL,28,true,dead,D. melanogaster,ninaE17,ad_libitum,Ad libitum control,ad_libitum,5,% yeast extract,12:12 light-dark,true,
ninae17_ld,ALL,all,FLY-ninae17_ld-B1-AL-R6-15-2,AL,AL,28,true,dead,D. melanogaster,ninaE17,ad_libitum,Ad libitum control,ad_libitum,5,% yeast extract,12:12 light-dark,true,
ninae17_ld,ALL,all,FLY-ninae17_ld-B1-AL-R6-58-1,AL,AL,28,true,dead,D. melanogaster,ninaE17,ad_libitum,Ad libitum control,ad_libitum,5,% yeast extract,12:12 light-dark,true,
ninae17_ld,ALL,all,FLY-ninae17_ld-B1-AL-R6-58-2,AL,AL,28,true,dead,D. melanogaster,ninaE17,ad_libitum,Ad libitum control,ad_libitum,5,% yeast extract,12:12 light-dark,true,
ninae17_ld,ALL,all,FLY-ninae17_ld-B1-AL-R7-58-1,AL,AL,28,true,dead,D. melanogaster,ninaE17,ad_libitum,Ad libitum control,ad_libitum,5,% yeast extract,12:12 light-dark,true,
ninae17_ld,ALL,all,FLY-ninae17_ld-B1-AL-R7-58-2,AL,AL,28,true,dead,D. melanogaster,ninaE17,ad_libitum,Ad libitum control,ad_libitum,5,% yeast extract,12:12 light-dark,true,
ninae17_ld,ALL,all,FLY-ninae17_ld-B1-AL-R7-58-3,AL,AL,28,true,dead,D. melanogaster,ninaE17,ad_libitum,Ad libitum control,ad_libitum,5,% yeast extract,12:12 light-dark,true,
ninae17_ld,ALL,all,FLY-ninae17_ld-B1-AL-R7-58-4,AL,AL,28,true,dead,D. melanogaster,ninaE17,ad_libitum,Ad libitum control,ad_libitum,5,% yeast extract,12:12 light-dark,true,
ninae17_ld,ALL,all,FLY-ninae17_ld-B1-AL-R7-58-5,AL,AL,28,true,dead,D. melanogaster,ninaE17,ad_libitum,Ad libitum control,ad_libitum,5,% yeast extract,12:12 light-dark,true,
ninae17_ld,ALL,all,FLY-ninae17_ld-B1-AL-R7-58-6,AL,AL,28,true,dead,D. melanogaster,ninaE17,ad_libitum,Ad libitum control,ad_libitum,5,% yeast extract,12:12 light-dark,true,
ninae17_ld,ALL,all,FLY-ninae17_ld-B1-AL-R8-58-1,AL,AL,28,true,dead,D. melanogaster,ninaE17,ad_libitum,Ad libitum control,ad_libitum,5,% yeast extract,12:12 light-dark,true,
ninae17_ld,ALL,all,FLY-ninae17_ld-B1-AL-R8-58-2,AL,AL,28,true,dead,D. melanogaster,ninaE17,ad_libitum,Ad libitum control,ad_libitum,5,% yeast extract,12:12 light-dark,true,
ninae17_ld,ALL,all,FLY-ninae17_ld-B1-AL-R9-58-1,AL,AL,28,true,dead,D. melanogaster,ninaE17,ad_libitum,Ad libitum control,ad_libitum,5,% yeast extract,12:12 light-dark,true,
ninae17_ld,ALL,all,FLY-ninae17_ld-B1-AL-R9-58-2,AL,AL,28,true,dead,D. melanogaster,ninaE17,ad_libitum,Ad libitum control,ad_libitum,5,% yeast extract,12:12 light-dark,true,
ninae17_ld,ALL,all,FLY-ninae17_ld-B1-AL-R1-16-1,AL,AL,30,true,dead,D. melanogaster,ninaE17,ad_libitum,Ad libitum control,ad_libitum,5,% yeast extract,12:12 light-dark,true,
ninae17_ld,ALL,all,FLY-ninae17_ld-B1-AL-R1-16-2,AL,AL,30,true,dead,D. melanogaster,ninaE17,ad_libitum,Ad libitum control,ad_libitum,5,% yeast extract,12:12 light-dark,true,
ninae17_ld,ALL,all,FLY-ninae17_ld-B1-AL-R1-16-3,AL,AL,30,true,dead,D. melanogaster,ninaE17,ad_libitum,Ad libitum control,ad_libitum,5,% yeast extract,12:12 light-dark,true,
ninae17_ld,ALL,all,FLY-ninae17_ld-B1-AL-R1-59-1,AL,AL,30,true,dead,D. melanogaster,ninaE17,ad_libitum,Ad libitum control,ad_libitum,5,% yeast extract,12:12 light-dark,true,
ninae17_ld,ALL,all,FLY-ninae17_ld-B1-AL-R1-97-1,AL,AL,30,true,dead,D. melanogaster,ninaE17,ad_libitum,Ad libitum control,ad_libitum,5,% yeast extract,12:12 light-dark,true,
ninae17_ld,ALL,all,FLY-ninae17_ld-B1-AL-R1-97-2,AL,AL,30,true,dead,D. melanogaster,ninaE17,ad_libitum,Ad libitum control,ad_libitum,5,% yeast extract,12:12 light-dark,true,
ninae17_ld,ALL,all,FLY-ninae17_ld-B1-AL-R10-59-1,AL,AL,30,true,dead,D. melanogaster,ninaE17,ad_libitum,Ad libitum control,ad_libitum,5,% yeast extract,12:12 light-dark,true,
ninae17_ld,ALL,all,FLY-ninae17_ld-B1-AL-R10-97-1,AL,AL,30,true,dead,D. melanogaster,ninaE17,ad_libitum,Ad libitum control,ad_libitum,5,% yeast extract,12:12 light-dark,true,
ninae17_ld,ALL,all,FLY-ninae17_ld-B1-AL-R2-97-1,AL,AL,30,true,dead,D. melanogaster,ninaE17,ad_libitum,Ad libitum control,ad_libitum,5,% yeast extract,12:12 light-dark,true,
ninae17_ld,ALL,all,FLY-ninae17_ld-B1-AL-R3-97-1,AL,AL,30,true,dead,D. melanogaster,ninaE17,ad_libitum,Ad libitum control,ad_libitum,5,% yeast extract,12:12 light-dark,true,
ninae17_ld,ALL,all,FLY-ninae17_ld-B1-AL-R4-16-1,AL,AL,30,true,dead,D. melanogaster,ninaE17,ad_libitum,Ad libitum control,ad_libitum,5,% yeast extract,12:12 light-dark,true,
ninae17_ld,ALL,all,FLY-ninae17_ld-B1-AL-R4-59-1,AL,AL,30,true,dead,D. melanogaster,ninaE17,ad_libitum,Ad libitum control,ad_libitum,5,% yeast extract,12:12 light-dark,true,
ninae17_ld,ALL,all,FLY-ninae17_ld-B1-AL-R4-59-2,AL,AL,30,true,dead,D. melanogaster,ninaE17,ad_libitum,Ad libitum control,ad_libitum,5,% yeast extract,12:12 light-dark,true,
ninae17_ld,ALL,all,FLY-ninae17_ld-B1-AL-R4-59-3,AL,AL,30,true,dead,D. melanogaster,ninaE17,ad_libitum,Ad libitum control,ad_libitum,5,% yeast extract,12:12 light-dark,true,
ninae17_ld,ALL,all,FLY-ninae17_ld-B1-AL-R4-97-1,AL,AL,30,true,dead,D. melanogaster,ninaE17,ad_libitum,Ad libitum control,ad_libitum,5,% yeast extract,12:12 light-dark,true,
ninae17_ld,ALL,all,FLY-ninae17_ld-B1-AL-R5-16-1,AL,AL,30,true,dead,D. melanogaster,ninaE17,ad_libitum,Ad libitum control,ad_libitum,5,% yeast extract,12:12 light-dark,true,
ninae17_ld,ALL,all,FLY-ninae17_ld-B1-AL-R5-16-2,AL,AL,30,true,dead,D. melanogaster,ninaE17,ad_libitum,Ad libitum control,ad_libitum,5,% yeast extract,12:12 light-dark,true,
ninae17_ld,ALL,all,FLY-ninae17_ld-B1-AL-R5-59-1,AL,AL,30,true,dead,D. melanogaster,ninaE17,ad_libitum,Ad libitum control,ad_libitum,5,% yeast extract,12:12 light-dark,true,
ninae17_ld,ALL,all,FLY-ninae17_ld-B1-AL-R6-16-1,AL,AL,30,true,dead,D. melanogaster,ninaE17,ad_libitum,Ad libitum control,ad_libitum,5,% yeast extract,12:12 light-dark,true,
ninae17_ld,ALL,all,FLY-ninae17_ld-B1-AL-R6-59-1,AL,AL,30,true,dead,D. melanogaster,ninaE17,ad_libitum,Ad libitum control,ad_libitum,5,% yeast extract,12:12 light-dark,true,
ninae17_ld,ALL,all,FLY-ninae17_ld-B1-AL-R6-59-2,AL,AL,30,true,dead,D. melanogaster,ninaE17,ad_libitum,Ad libitum control,ad_libitum,5,% yeast extract,12:12 light-dark,true,
ninae17_ld,ALL,all,FLY-ninae17_ld-B1-AL-R6-97-1,AL,AL,30,true,dead,D. melanogaster,ninaE17,ad_libitum,Ad libitum control,ad_libitum,5,% yeast extract,12:12 light-dark,true,
ninae17_ld,ALL,all,FLY-ninae17_ld-B1-AL-R7-16-1,AL,AL,30,true,dead,D. melanogaster,ninaE17,ad_libitum,Ad libitum control,ad_libitum,5,% yeast extract,12:12 light-dark,true,
ninae17_ld,ALL,all,FLY-ninae17_ld-B1-AL-R7-59-1,AL,AL,30,true,dead,D. melanogaster,ninaE17,ad_libitum,Ad libitum control,ad_libitum,5,% yeast extract,12:12 light-dark,true,
ninae17_ld,ALL,all,FLY-ninae17_ld-B1-AL-R7-59-2,AL,AL,30,true,dead,D. melanogaster,ninaE17,ad_libitum,Ad libitum control,ad_libitum,5,% yeast extract,12:12 light-dark,true,
ninae17_ld,ALL,all,FLY-ninae17_ld-B1-AL-R7-97-1,AL,AL,30,true,dead,D. melanogaster,ninaE17,ad_libitum,Ad libitum control,ad_libitum,5,% yeast extract,12:12 light-dark,true,
ninae17_ld,ALL,all,FLY-ninae17_ld-B1-AL-R7-97-2,AL,AL,30,true,dead,D. melanogaster,ninaE17,ad_libitum,Ad libitum control,ad_libitum,5,% yeast extract,12:12 light-dark,true,
ninae17_ld,ALL,all,FLY-ninae17_ld-B1-AL-R8-59-1,AL,AL,30,true,dead,D. melanogaster,ninaE17,ad_libitum,Ad libitum control,ad_libitum,5,% yeast extract,12:12 light-dark,true,
ninae17_ld,ALL,all,FLY-ninae17_ld-B1-AL-R9-16-1,AL,AL,30,true,dead,D. melanogaster,ninaE17,ad_libitum,Ad libitum control,ad_libitum,5,% yeast extract,12:12 light-dark,true,
ninae17_ld,ALL,all,FLY-ninae17_ld-B1-AL-R9-59-1,AL,AL,30,true,dead,D. melanogaster,ninaE17,ad_libitum,Ad libitum control,ad_libitum,5,% yeast extract,12:12 light-dark,true,
ninae17_ld,ALL,all,FLY-ninae17_ld-B1-AL-R9-59-2,AL,AL,30,true,dead,D. melanogaster,ninaE17,ad_libitum,Ad libitum control,ad_libitum,5,% yeast extract,12:12 light-dark,true,
ninae17_ld,ALL,all,FLY-ninae17_ld-B1-AL-R1-17-1,AL,AL,32,true,dead,D. melanogaster,ninaE17,ad_libitum,Ad libitum control,ad_libitum,5,% yeast extract,12:12 light-dark,true,
ninae17_ld,ALL,all,FLY-ninae17_ld-B1-AL-R1-17-2,AL,AL,32,true,dead,D. melanogaster,ninaE17,ad_libitum,Ad libitum control,ad_libitum,5,% yeast extract,12:12 light-dark,true,
ninae17_ld,ALL,all,FLY-ninae17_ld-B1-AL-R1-17-3,AL,AL,32,true,dead,D. melanogaster,ninaE17,ad_libitum,Ad libitum control,ad_libitum,5,% yeast extract,12:12 light-dark,true,
ninae17_ld,ALL,all,FLY-ninae17_ld-B1-AL-R1-17-4,AL,AL,32,true,dead,D. melanogaster,ninaE17,ad_libitum,Ad libitum control,ad_libitum,5,% yeast extract,12:12 light-dark,true,
ninae17_ld,ALL,all,FLY-ninae17_ld-B1-AL-R1-60-1,AL,AL,32,true,dead,D. melanogaster,ninaE17,ad_libitum,Ad libitum control,ad_libitum,5,% yeast extract,12:12 light-dark,true,
ninae17_ld,ALL,all,FLY-ninae17_ld-B1-AL-R1-98-1,AL,AL,32,true,dead,D. melanogaster,ninaE17,ad_libitum,Ad libitum control,ad_libitum,5,% yeast extract,12:12 light-dark,true,
ninae17_ld,ALL,all,FLY-ninae17_ld-B1-AL-R1-98-2,AL,AL,32,true,dead,D. melanogaster,ninaE17,ad_libitum,Ad libitum control,ad_libitum,5,% yeast extract,12:12 light-dark,true,
ninae17_ld,ALL,all,FLY-ninae17_ld-B1-AL-R1-98-3,AL,AL,32,true,dead,D. melanogaster,ninaE17,ad_libitum,Ad libitum control,ad_libitum,5,% yeast extract,12:12 light-dark,true,
ninae17_ld,ALL,all,FLY-ninae17_ld-B1-AL-R2-17-1,AL,AL,32,true,dead,D. melanogaster,ninaE17,ad_libitum,Ad libitum control,ad_libitum,5,% yeast extract,12:12 light-dark,true,
ninae17_ld,ALL,all,FLY-ninae17_ld-B1-AL-R2-17-2,AL,AL,32,true,dead,D. melanogaster,ninaE17,ad_libitum,Ad libitum control,ad_libitum,5,% yeast extract,12:12 light-dark,true,
ninae17_ld,ALL,all,FLY-ninae17_ld-B1-AL-R3-60-1,AL,AL,32,true,dead,D. melanogaster,ninaE17,ad_libitum,Ad libitum control,ad_libitum,5,% yeast extract,12:12 light-dark,true,
ninae17_ld,ALL,all,FLY-ninae17_ld-B1-AL-R3-60-2,AL,AL,32,true,dead,D. melanogaster,ninaE17,ad_libitum,Ad libitum control,ad_libitum,5,% yeast extract,12:12 light-dark,true,
ninae17_ld,ALL,all,FLY-ninae17_ld-B1-AL-R3-60-3,AL,AL,32,true,dead,D. melanogaster,ninaE17,ad_libitum,Ad libitum control,ad_libitum,5,% yeast extract,12:12 light-dark,true,
ninae17_ld,ALL,all,FLY-ninae17_ld-B1-AL-R3-98-1,AL,AL,32,true,dead,D. melanogaster,ninaE17,ad_libitum,Ad libitum control,ad_libitum,5,% yeast extract,12:12 light-dark,true,
ninae17_ld,ALL,all,FLY-ninae17_ld-B1-AL-R3-98-2,AL,AL,32,true,dead,D. melanogaster,ninaE17,ad_libitum,Ad libitum control,ad_libitum,5,% yeast extract,12:12 light-dark,true,
ninae17_ld,ALL,all,FLY-ninae17_ld-B1-AL-R4-60-1,AL,AL,32,true,dead,D. melanogaster,ninaE17,ad_libitum,Ad libitum control,ad_libitum,5,% yeast extract,12:12 light-dark,true,
ninae17_ld,ALL,all,FLY-ninae17_ld-B1-AL-R4-60-2,AL,AL,32,true,dead,D. melanogaster,ninaE17,ad_libitum,Ad libitum control,ad_libitum,5,% yeast extract,12:12 light-dark,true,
ninae17_ld,ALL,all,FLY-ninae17_ld-B1-AL-R4-60-3,AL,AL,32,true,dead,D. melanogaster,ninaE17,ad_libitum,Ad libitum control,ad_libitum,5,% yeast extract,12:12 light-dark,true,
ninae17_ld,ALL,all,FLY-ninae17_ld-B1-AL-R4-98-1,AL,AL,32,true,dead,D. melanogaster,ninaE17,ad_libitum,Ad libitum control,ad_libitum,5,% yeast extract,12:12 light-dark,true,
ninae17_ld,ALL,all,FLY-ninae17_ld-B1-AL-R4-98-2,AL,AL,32,true,dead,D. melanogaster,ninaE17,ad_libitum,Ad libitum control,ad_libitum,5,% yeast extract,12:12 light-dark,true,
ninae17_ld,ALL,all,FLY-ninae17_ld-B1-AL-R5-17-1,AL,AL,32,true,dead,D. melanogaster,ninaE17,ad_libitum,Ad libitum control,ad_libitum,5,% yeast extract,12:12 light-dark,true,
ninae17_ld,ALL,all,FLY-ninae17_ld-B1-AL-R5-60-1,AL,AL,32,true,dead,D. melanogaster,ninaE17,ad_libitum,Ad libitum control,ad_libitum,5,% yeast extract,12:12 light-dark,true,
ninae17_ld,ALL,all,FLY-ninae17_ld-B1-AL-R5-98-1,AL,AL,32,true,dead,D. melanogaster,ninaE17,ad_libitum,Ad libitum control,ad_libitum,5,% yeast extract,12:12 light-dark,true,
ninae17_ld,ALL,all,FLY-ninae17_ld-B1-AL-R6-17-1,AL,AL,32,true,dead,D. melanogaster,ninaE17,ad_libitum,Ad libitum control,ad_libitum,5,% yeast extract,12:12 light-dark,true,
ninae17_ld,ALL,all,FLY-ninae17_ld-B1-AL-R6-60-1,AL,AL,32,true,dead,D. melanogaster,ninaE17,ad_libitum,Ad libitum control,ad_libitum,5,% yeast extract,12:12 light-dark,true,
ninae17_ld,ALL,all,FLY-ninae17_ld-B1-AL-R6-98-1,AL,AL,32,true,dead,D. melanogaster,ninaE17,ad_libitum,Ad libitum control,ad_libitum,5,% yeast extract,12:12 light-dark,true,
ninae17_ld,ALL,all,FLY-ninae17_ld-B1-AL-R6-98-2,AL,AL,32,true,dead,D. melanogaster,ninaE17,ad_libitum,Ad libitum control,ad_libitum,5,% yeast extract,12:12 light-dark,true,
ninae17_ld,ALL,all,FLY-ninae17_ld-B1-AL-R7-60-1,AL,AL,32,true,dead,D. melanogaster,ninaE17,ad_libitum,Ad libitum control,ad_libitum,5,% yeast extract,12:12 light-dark,true,
ninae17_ld,ALL,all,FLY-ninae17_ld-B1-AL-R7-98-1,AL,AL,32,true,dead,D. melanogaster,ninaE17,ad_libitum,Ad libitum control,ad_libitum,5,% yeast extract,12:12 light-dark,true,
ninae17_ld,ALL,all,FLY-ninae17_ld-B1-AL-R8-17-1,AL,AL,32,true,dead,D. melanogaster,ninaE17,ad_libitum,Ad libitum control,ad_libitum,5,% yeast extract,12:12 light-dark,true,
ninae17_ld,ALL,all,FLY-ninae17_ld-B1-AL-R8-60-1,AL,AL,32,true,dead,D. melanogaster,ninaE17,ad_libitum,Ad libitum control,ad_libitum,5,% yeast extract,12:12 light-dark,true,
ninae17_ld,ALL,all,FLY-ninae17_ld-B1-AL-R8-60-2,AL,AL,32,true,dead,D. melanogaster,ninaE17,ad_libitum,Ad libitum control,ad_libitum,5,% yeast extract,12:12 light-dark,true,
ninae17_ld,ALL,all,FLY-ninae17_ld-B1-AL-R1-18-1,AL,AL,34,true,dead,D. melanogaster,ninaE17,ad_libitum,Ad libitum control,ad_libitum,5,% yeast extract,12:12 light-dark,true,
ninae17_ld,ALL,all,FLY-ninae17_ld-B1-AL-R1-18-2,AL,AL,34,true,dead,D. melanogaster,ninaE17,ad_libitum,Ad libitum control,ad_libitum,5,% yeast extract,12:12 light-dark,true,
ninae17_ld,ALL,all,FLY-ninae17_ld-B1-AL-R1-18-3,AL,AL,34,true,dead,D. melanogaster,ninaE17,ad_libitum,Ad libitum control,ad_libitum,5,% yeast extract,12:12 light-dark,true,
ninae17_ld,ALL,all,FLY-ninae17_ld-B1-AL-R1-18-4,AL,AL,34,true,dead,D. melanogaster,ninaE17,ad_libitum,Ad libitum control,ad_libitum,5,% yeast extract,12:12 light-dark,true,
ninae17_ld,ALL,all,FLY-ninae17_ld-B1-AL-R1-61-1,AL,AL,34,true,dead,D. melanogaster,ninaE17,ad_libitum,Ad libitum control,ad_libitum,5,% yeast extract,12:12 light-dark,true,
ninae17_ld,ALL,all,FLY-ninae17_ld-B1-AL-R1-99-1,AL,AL,34,true,dead,D. melanogaster,ninaE17,ad_libitum,Ad libitum control,ad_libitum,5,% yeast extract,12:12 light-dark,true,
ninae17_ld,ALL,all,FLY-ninae17_ld-B1-AL-R1-99-2,AL,AL,34,true,dead,D. melanogaster,ninaE17,ad_libitum,Ad libitum control,ad_libitum,5,% yeast extract,12:12 light-dark,true,
ninae17_ld,ALL,all,FLY-ninae17_ld-B1-AL-R2-18-1,AL,AL,34,true,dead,D. melanogaster,ninaE17,ad_libitum,Ad libitum control,ad_libitum,5,% yeast extract,12:12 light-dark,true,
ninae17_ld,ALL,all,FLY-ninae17_ld-B1-AL-R2-61-1,AL,AL,34,true,dead,D. melanogaster,ninaE17,ad_libitum,Ad libitum control,ad_libitum,5,% yeast extract,12:12 light-dark,true,
ninae17_ld,ALL,all,FLY-ninae17_ld-B1-AL-R2-99-1,AL,AL,34,true,dead,D. melanogaster,ninaE17,ad_libitum,Ad libitum control,ad_libitum,5,% yeast extract,12:12 light-dark,true,
ninae17_ld,ALL,all,FLY-ninae17_ld-B1-AL-R2-99-2,AL,AL,34,true,dead,D. melanogaster,ninaE17,ad_libitum,Ad libitum control,ad_libitum,5,% yeast extract,12:12 light-dark,true,
ninae17_ld,ALL,all,FLY-ninae17_ld-B1-AL-R3-18-1,AL,AL,34,true,dead,D. melanogaster,ninaE17,ad_libitum,Ad libitum control,ad_libitum,5,% yeast extract,12:12 light-dark,true,
ninae17_ld,ALL,all,FLY-ninae17_ld-B1-AL-R3-18-2,AL,AL,34,true,dead,D. melanogaster,ninaE17,ad_libitum,Ad libitum control,ad_libitum,5,% yeast extract,12:12 light-dark,true,
ninae17_ld,ALL,all,FLY-ninae17_ld-B1-AL-R3-18-3,AL,AL,34,true,dead,D. melanogaster,ninaE17,ad_libitum,Ad libitum control,ad_libitum,5,% yeast extract,12:12 light-dark,true,
ninae17_ld,ALL,all,FLY-ninae17_ld-B1-AL-R4-18-1,AL,AL,34,true,dead,D. melanogaster,ninaE17,ad_libitum,Ad libitum control,ad_libitum,5,% yeast extract,12:12 light-dark,true,
ninae17_ld,ALL,all,FLY-ninae17_ld-B1-AL-R4-18-2,AL,AL,34,true,dead,D. melanogaster,ninaE17,ad_libitum,Ad libitum control,ad_libitum,5,% yeast extract,12:12 light-dark,true,
ninae17_ld,ALL,all,FLY-ninae17_ld-B1-AL-R4-61-1,AL,AL,34,true,dead,D. melanogaster,ninaE17,ad_libitum,Ad libitum control,ad_libitum,5,% yeast extract,12:12 light-dark,true,
ninae17_ld,ALL,all,FLY-ninae17_ld-B1-AL-R4-61-2,AL,AL,34,true,dead,D. melanogaster,ninaE17,ad_libitum,Ad libitum control,ad_libitum,5,% yeast extract,12:12 light-dark,true,
ninae17_ld,ALL,all,FLY-ninae17_ld-B1-AL-R4-61-3,AL,AL,34,true,dead,D. melanogaster,ninaE17,ad_libitum,Ad libitum control,ad_libitum,5,% yeast extract,12:12 light-dark,true,
ninae17_ld,ALL,all,FLY-ninae17_ld-B1-AL-R4-99-1,AL,AL,34,true,dead,D. melanogaster,ninaE17,ad_libitum,Ad libitum control,ad_libitum,5,% yeast extract,12:12 light-dark,true,
ninae17_ld,ALL,all,FLY-ninae17_ld-B1-AL-R4-99-2,AL,AL,34,true,dead,D. melanogaster,ninaE17,ad_libitum,Ad libitum control,ad_libitum,5,% yeast extract,12:12 light-dark,true,
ninae17_ld,ALL,all,FLY-ninae17_ld-B1-AL-R4-99-3,AL,AL,34,true,dead,D. melanogaster,ninaE17,ad_libitum,Ad libitum control,ad_libitum,5,% yeast extract,12:12 light-dark,true,
ninae17_ld,ALL,all,FLY-ninae17_ld-B1-AL-R5-18-1,AL,AL,34,true,dead,D. melanogaster,ninaE17,ad_libitum,Ad libitum control,ad_libitum,5,% yeast extract,12:12 light-dark,true,
ninae17_ld,ALL,all,FLY-ninae17_ld-B1-AL-R5-18-2,AL,AL,34,true,dead,D. melanogaster,ninaE17,ad_libitum,Ad libitum control,ad_libitum,5,% yeast extract,12:12 light-dark,true,
ninae17_ld,ALL,all,FLY-ninae17_ld-B1-AL-R6-18-1,AL,AL,34,true,dead,D. melanogaster,ninaE17,ad_libitum,Ad libitum control,ad_libitum,5,% yeast extract,12:12 light-dark,true,
ninae17_ld,ALL,all,FLY-ninae17_ld-B1-AL-R6-18-2,AL,AL,34,true,dead,D. melanogaster,ninaE17,ad_libitum,Ad libitum control,ad_libitum,5,% yeast extract,12:12 light-dark,true,
ninae17_ld,ALL,all,FLY-ninae17_ld-B1-AL-R6-61-1,AL,AL,34,true,dead,D. melanogaster,ninaE17,ad_libitum,Ad libitum control,ad_libitum,5,% yeast extract,12:12 light-dark,true,
ninae17_ld,ALL,all,FLY-ninae17_ld-B1-AL-R6-61-2,AL,AL,34,true,dead,D. melanogaster,ninaE17,ad_libitum,Ad libitum control,ad_libitum,5,% yeast extract,12:12 light-dark,true,
ninae17_ld,ALL,all,FLY-ninae17_ld-B1-AL-R6-99-1,AL,AL,34,true,dead,D. melanogaster,ninaE17,ad_libitum,Ad libitum control,ad_libitum,5,% yeast extract,12:12 light-dark,true,
ninae17_ld,ALL,all,FLY-ninae17_ld-B1-AL-R6-99-2,AL,AL,34,true,dead,D. melanogaster,ninaE17,ad_libitum,Ad libitum control,ad_libitum,5,% yeast extract,12:12 light-dark,true,
ninae17_ld,ALL,all,FLY-ninae17_ld-B1-AL-R7-18-1,AL,AL,34,true,dead,D. melanogaster,ninaE17,ad_libitum,Ad libitum control,ad_libitum,5,% yeast extract,12:12 light-dark,true,
ninae17_ld,ALL,all,FLY-ninae17_ld-B1-AL-R7-61-1,AL,AL,34,true,dead,D. melanogaster,ninaE17,ad_libitum,Ad libitum control,ad_libitum,5,% yeast extract,12:12 light-dark,true,
ninae17_ld,ALL,all,FLY-ninae17_ld-B1-AL-R7-99-1,AL,AL,34,true,dead,D. melanogaster,ninaE17,ad_libitum,Ad libitum control,ad_libitum,5,% yeast extract,12:12 light-dark,true,
ninae17_ld,ALL,all,FLY-ninae17_ld-B1-AL-R8-18-1,AL,AL,34,true,dead,D. melanogaster,ninaE17,ad_libitum,Ad libitum control,ad_libitum,5,% yeast extract,12:12 light-dark,true,
ninae17_ld,ALL,all,FLY-ninae17_ld-B1-AL-R8-61-1,AL,AL,34,true,dead,D. melanogaster,ninaE17,ad_libitum,Ad libitum control,ad_libitum,5,% yeast extract,12:12 light-dark,true,
ninae17_ld,ALL,all,FLY-ninae17_ld-B1-AL-R8-61-2,AL,AL,34,true,dead,D. melanogaster,ninaE17,ad_libitum,Ad libitum control,ad_libitum,5,% yeast extract,12:12 light-dark,true,
ninae17_ld,ALL,all,FLY-ninae17_ld-B1-AL-R8-61-3,AL,AL,34,true,dead,D. melanogaster,ninaE17,ad_libitum,Ad libitum control,ad_libitum,5,% yeast extract,12:12 light-dark,true,
ninae17_ld,ALL,all,FLY-ninae17_ld-B1-AL-R8-61-4,AL,AL,34,true,dead,D. melanogaster,ninaE17,ad_libitum,Ad libitum control,ad_libitum,5,% yeast extract,12:12 light-dark,true,
ninae17_ld,ALL,all,FLY-ninae17_ld-B1-AL-R8-99-1,AL,AL,34,true,dead,D. melanogaster,ninaE17,ad_libitum,Ad libitum control,ad_libitum,5,% yeast extract,12:12 light-dark,true,
ninae17_ld,ALL,all,FLY-ninae17_ld-B1-AL-R9-18-1,AL,AL,34,true,dead,D. melanogaster,ninaE17,ad_libitum,Ad libitum control,ad_libitum,5,% yeast extract,12:12 light-dark,true,
ninae17_ld,ALL,all,FLY-ninae17_ld-B1-AL-R9-18-2,AL,AL,34,true,dead,D. melanogaster,ninaE17,ad_libitum,Ad libitum control,ad_libitum,5,% yeast extract,12:12 light-dark,true,
ninae17_ld,ALL,all,FLY-ninae17_ld-B1-AL-R9-61-1,AL,AL,34,true,dead,D. melanogaster,ninaE17,ad_libitum,Ad libitum control,ad_libitum,5,% yeast extract,12:12 light-dark,true,
ninae17_ld,ALL,all,FLY-ninae17_ld-B1-AL-R9-61-2,AL,AL,34,true,dead,D. melanogaster,ninaE17,ad_libitum,Ad libitum control,ad_libitum,5,% yeast extract,12:12 light-dark,true,
ninae17_ld,ALL,all,FLY-ninae17_ld-B1-AL-R9-61-3,AL,AL,34,true,dead,D. melanogaster,ninaE17,ad_libitum,Ad libitum control,ad_libitum,5,% yeast extract,12:12 light-dark,true,
ninae17_ld,ALL,all,FLY-ninae17_ld-B1-AL-R9-99-1,AL,AL,34,true,dead,D. melanogaster,ninaE17,ad_libitum,Ad libitum control,ad_libitum,5,% yeast extract,12:12 light-dark,true,
ninae17_ld,ALL,all,FLY-ninae17_ld-B1-AL-R1-100-1,AL,AL,36,true,dead,D. melanogaster,ninaE17,ad_libitum,Ad libitum control,ad_libitum,5,% yeast extract,12:12 light-dark,true,
ninae17_ld,ALL,all,FLY-ninae17_ld-B1-AL-R1-19-1,AL,AL,36,true,dead,D. melanogaster,ninaE17,ad_libitum,Ad libitum control,ad_libitum,5,% yeast extract,12:12 light-dark,true,
ninae17_ld,ALL,all,FLY-ninae17_ld-B1-AL-R1-62-1,AL,AL,36,true,dead,D. melanogaster,ninaE17,ad_libitum,Ad libitum control,ad_libitum,5,% yeast extract,12:12 light-dark,true,
ninae17_ld,ALL,all,FLY-ninae17_ld-B1-AL-R1-62-2,AL,AL,36,true,dead,D. melanogaster,ninaE17,ad_libitum,Ad libitum control,ad_libitum,5,% yeast extract,12:12 light-dark,true,
ninae17_ld,ALL,all,FLY-ninae17_ld-B1-AL-R1-62-3,AL,AL,36,true,dead,D. melanogaster,ninaE17,ad_libitum,Ad libitum control,ad_libitum,5,% yeast extract,12:12 light-dark,true,
