population,cohort,site,sex,id,group,Rx(ppm),age_initiation(mo),status,dead,age(days)
UM-HET3,C2004,UM,m,UM04151,Control,0,,dead,True,828
UM-HET3,C2004,UM,m,UM04158,Control,0,,dead,True,840
UM-HET3,C2004,UM,m,UM04165,Control,0,,removed,False,339
UM-HET3,C2004,UM,m,UM04172,Control,0,,removed,False,339
UM-HET3,C2004,UM,m,UM04179,Control,0,,removed,False,339
UM-HET3,C2004,UM,m,UM04256,Control,0,,dead,True,1161
UM-HET3,C2004,UM,m,UM04263,Control,0,,dead,True,811
UM-HET3,C2004,UM,m,UM04270,Control,0,,dead,True,1161
UM-HET3,C2004,UM,m,UM04319,Control,0,,dead,True,976
UM-HET3,C2004,UM,m,UM04326,Control,0,,dead,True,304
UM-HET3,C2004,UM,m,UM04333,Control,0,,dead,True,776
UM-HET3,C2004,UM,m,UM04515,Control,0,,removed,False,231
UM-HET3,C2004,UM,m,UM04522,Control,0,,removed,False,231
UM-HET3,C2004,UM,m,UM04529,Control,0,,removed,False,231
UM-HET3,C2004,UM,m,UM04578,Control,0,,dead,True,868
UM-HET3,C2004,UM,m,UM04585,Control,0,,dead,True,989
UM-HET3,C2004,UM,m,UM04592,Control,0,,dead,True,589
UM-HET3,C2004,UM,f,UM04669,Control,0,,dead,True,893
UM-HET3,C2004,UM,f,UM04676,Control,0,,dead,True,1037
UM-HET3,C2004,UM,f,UM04683,Control,0,,dead,True,942
UM-HET3,C2004,UM,f,UM04690,Control,0,,dead,True,861
UM-HET3,C2004,UM,f,UM04697,Control,0,,dead,True,911
UM-HET3,C2004,UM,f,UM04704,Control,0,,dead,True,1022
UM-HET3,C2004,UM,f,UM04711,Control,0,,dead,True,1050
UM-HET3,C2004,UM,f,UM04718,Control,0,,dead,True,568
UM-HET3,C2004,UM,m,UM04725,Control,0,,dead,True,544
UM-HET3,C2004,UM,m,UM04732,Control,0,,dead,True,1024
UM-HET3,C2004,UM,m,UM04739,Control,0,,dead,True,822
UM-HET3,C2004,UM,m,UM04809,Control,0,,dead,True,832
UM-HET3,C2004,UM,m,UM04816,Control,0,,dead,True,778
UM-HET3,C2004,UM,m,UM04823,Control,0,,dead,True,835
UM-HET3,C2004,UM,f,UM04830,Control,0,,dead,True,722
UM-HET3,C2004,UM,f,UM04837,Control,0,,dead,True,687
UM-HET3,C2004,UM,f,UM04844,Control,0,,dead,True,504
UM-HET3,C2004,UM,f,UM04851,Control,0,,dead,True,772
UM-HET3,C2004,UM,m,UM04907,Control,0,,dead,True,1048
UM-HET3,C2004,UM,m,UM04914,Control,0,,dead,True,863
UM-HET3,C2004,UM,m,UM04921,Control,0,,dead,True,859
UM-HET3,C2004,UM,f,UM04928,Control,0,,dead,True,826
UM-HET3,C2004,UM,f,UM04935,Control,0,,dead,True,971
UM-HET3,C2004,UM,f,UM04942,Control,0,,dead,True,1008
UM-HET3,C2004,UM,f,UM04949,Control,0,,dead,True,936
UM-HET3,C2004,UT,m,UT00052,Control,0,,dead,True,717
UM-HET3,C2004,UT,m,UT00053,Control,0,,dead,True,729
UM-HET3,C2004,UT,m,UT00054,Control,0,,dead,True,373
UM-HET3,C2004,UT,f,UT00076,Control,0,,dead,True,1036
UM-HET3,C2004,UT,f,UT00077,Control,0,,dead,True,764
UM-HET3,C2004,UT,f,UT00078,Control,0,,dead,True,906
UM-HET3,C2004,UT,f,UT00079,Control,0,,dead,True,919
UM-HET3,C2004,UT,f,UT00092,Control,0,,dead,True,1048
UM-HET3,C2004,UT,f,UT00093,Control,0,,dead,True,941
UM-HET3,C2004,UT,f,UT00095,Control,0,,dead,True,423
UM-HET3,C2004,UT,f,UT00096,Control,0,,dead,True,1119
UM-HET3,C2004,UT,m,UT00119,Control,0,,dead,True,824
UM-HET3,C2004,UT,m,UT00120,Control,0,,dead,True,674
UM-HET3,C2004,UT,m,UT00121,Control,0,,dead,True,847
UM-HET3,C2004,UT,f,UT00167,Control,0,,dead,True,906
UM-HET3,C2004,UT,f,UT00169,Control,0,,dead,True,1021
UM-HET3,C2004,UT,f,UT00170,Control,0,,dead,True,989
UM-HET3,C2004,UT,f,UT00171,Control,0,,dead,True,695
UM-HET3,C2004,UT,m,UT00185,Control,0,,dead,True,658
UM-HET3,C2004,UT,m,UT00186,Control,0,,dead,True,686
UM-HET3,C2004,UT,m,UT00187,Control,0,,dead,True,877
UM-HET3,C2004,UT,f,UT00225,Control,0,,dead,True,749
UM-HET3,C2004,UT,f,UT00227,Control,0,,dead,True,1115
UM-HET3,C2004,UT,f,UT00228,Control,0,,dead,True,811
UM-HET3,C2004,UT,f,UT00229,Control,0,,dead,True,867
UM-HET3,C2004,UT,m,UT00253,Control,0,,dead,True,1059
UM-HET3,C2004,UT,m,UT00254,Control,0,,dead,True,779
UM-HET3,C2004,UT,m,UT00255,Control,0,,dead,True,765
UM-HET3,C2004,UT,m,UT00277,Control,0,,removed,False,734
UM-HET3,C2004,UT,m,UT00278,Control,0,,dead,True,626
UM-HET3,C2004,UT,m,UT00279,Control,0,,dead,True,729
UM-HET3,C2004,UT,m,UT00284,Control,0,,dead,True,863
UM-HET3,C2004,UT,m,UT00285,Control,0,,dead,True,966
UM-HET3,C2004,UT,m,UT00286,Control,0,,dead,True,409
UM-HET3,C2004,UT,f,UT00301,Control,0,,dead,True,739
UM-HET3,C2004,UT,f,UT00302,Control,0,,dead,True,977
UM-HET3,C2004,UT,f,UT00303,Control,0,,dead,True,707
UM-HET3,C2004,UT,f,UT00304,Control,0,,dead,True,618
UM-HET3,C2004,UT,m,UT00305,Control,0,,dead,True,635
UM-HET3,C2004,UT,m,UT00306,Control,0,,removed,False,740
UM-HET3,C2004,UT,m,UT00307,Control,0,,removed,False,740
UM-HET3,C2004,UT,m,UT00309,Control,0,,dead,True,505
UM-HET3,C2004,UT,m,UT00310,Control,0,,dead,True,1065
UM-HET3,C2004,UT,m,UT00315,Control,0,,dead,True,363
UM-HET3,C2004,UT,m,UT00316,Control,0,,dead,True,560
UM-HET3,C2004,UT,m,UT00317,Control,0,,dead,True,753
UM-HET3,C2004,UT,m,UT00328,Control,0,,dead,True,546
UM-HET3,C2004,UT,m,UT00329,Control,0,,dead,True,982
UM-HET3,C2004,UT,m,UT00330,Control,0,,dead,True,1132
UM-HET3,C2004,UT,m,UT00353,Control,0,,dead,True,886
UM-HET3,C2004,UT,m,UT00354,Control,0,,dead,True,524
UM-HET3,C2004,UT,m,UT00355,Control,0,,dead,True,474
UM-HET3,C2004,UT,m,UT00375,Control,0,,dead,True,848
UM-HET3,C2004,UT,m,UT00376,Control,0,,dead,True,774
UM-HET3,C2004,UT,m,UT00377,Control,0,,dead,True,932
UM-HET3,C2004,UT,m,UT00385,Control,0,,dead,True,837
UM-HET3,C2004,UT,m,UT00386,Control,0,,dead,True,681
UM-HET3,C2004,UT,m,UT00387,Control,0,,dead,True,798
UM-HET3,C2004,UT,m,UT00388,Control,0,,dead,True,423
UM-HET3,C2004,UT,m,UT00389,Control,0,,dead,True,543
UM-HET3,C2004,UT,m,UT00390,Control,0,,dead,True,570
UM-HET3,C2004,UT,m,UT00397,Control,0,,dead,True,382
UM-HET3,C2004,UT,f,UT00423,Control,0,,dead,True,1087
UM-HET3,C2004,UT,f,UT00424,Control,0,,dead,True,859
UM-HET3,C2004,UT,f,UT00425,Control,0,,dead,True,777
UM-HET3,C2004,UT,f,UT00426,Control,0,,dead,True,718
UM-HET3,C2004,UT,f,UT00434,Control,0,,dead,True,1029
UM-HET3,C2004,UT,f,UT00437,Control,0,,dead,True,973
UM-HET3,C2004,UT,f,UT00438,Control,0,,dead,True,1065
UM-HET3,C2004,UT,f,UT00439,Control,0,,dead,True,808
UM-HET3,C2004,UT,m,UT00447,Control,0,,dead,True,798
UM-HET3,C2004,UT,m,UT00448,Control,0,,dead,True,1082
UM-HET3,C2004,UT,m,UT00449,Control,0,,dead,True,619
UM-HET3,C2004,UT,f,UT00453,Control,0,,dead,True,861
UM-HET3,C2004,UT,f,UT00454,Control,0,,dead,True,695
UM-HET3,C2004,UT,f,UT00455,Control,0,,dead,True,773
UM-HET3,C2004,UT,f,UT00456,Control,0,,dead,True,948
UM-HET3,C2004,UT,m,UT00457,Control,0,,dead,True,910
UM-HET3,C2004,UT,m,UT00458,Control,0,,dead,True,813
UM-HET3,C2004,UT,m,UT00459,Control,0,,dead,True,929
UM-HET3,C2004,UT,m,UT00463,Control,0,,dead,True,660
UM-HET3,C2004,UT,m,UT00464,Control,0,,dead,True,775
UM-HET3,C2004,UT,m,UT00465,Control,0,,dead,True,592
UM-HET3,C2004,UT,m,UT00476,Control,0,,dead,True,758
UM-HET3,C2004,UT,m,UT00477,Control,0,,dead,True,988
UM-HET3,C2004,UT,m,UT00478,Control,0,,dead,True,927
UM-HET3,C2004,UT,f,UT00504,Control,0,,dead,True,685
UM-HET3,C2004,UT,f,UT00505,Control,0,,dead,True,1147
UM-HET3,C2004,UT,f,UT00506,Control,0,,dead,True,1019
UM-HET3,C2004,UT,f,UT00507,Control,0,,dead,True,1017
UM-HET3,C2004,UT,m,UT00508,Control,0,,dead,True,671
UM-HET3,C2004,UT,m,UT00509,Control,0,,dead,True,808
UM-HET3,C2004,UT,m,UT00510,Control,0,,dead,True,1073
UM-HET3,C2004,UT,m,UT00511,Control,0,,dead,True,948
UM-HET3,C2004,UT,m,UT00512,Control,0,,dead,True,604
UM-HET3,C2004,UT,m,UT00513,Control,0,,dead,True,1111
UM-HET3,C2004,UT,m,UT00517,Control,0,,dead,True,311
UM-HET3,C2004,UT,m,UT00518,Control,0,,dead,True,955
UM-HET3,C2004,UT,m,UT00519,Control,0,,dead,True,140
UM-HET3,C2004,UT,m,UT00545,Control,0,,dead,True,1070
UM-HET3,C2004,UT,m,UT00546,Control,0,,dead,True,819
UM-HET3,C2004,UT,m,UT00547,Control,0,,dead,True,507
UM-HET3,C2004,UT,f,UT00548,Control,0,,dead,True,701
UM-HET3,C2004,UT,f,UT00549,Control,0,,dead,True,732
UM-HET3,C2004,UT,f,UT00550,Control,0,,dead,True,900
UM-HET3,C2004,UT,f,UT00551,Control,0,,dead,True,998
UM-HET3,C2004,UT,m,UT00552,Control,0,,dead,True,654
UM-HET3,C2004,UT,m,UT00553,Control,0,,dead,True,627
UM-HET3,C2004,UT,m,UT00554,Control,0,,dead,True,887
UM-HET3,C2004,UT,m,UT00558,Control,0,,dead,True,640
UM-HET3,C2004,UT,m,UT00559,Control,0,,dead,True,386
UM-HET3,C2004,UT,m,UT00560,Control,0,,dead,True,878
UM-HET3,C2004,UT,f,UT00585,Control,0,,dead,True,794
UM-HET3,C2004,UT,f,UT00586,Control,0,,dead,True,268
UM-HET3,C2004,UT,f,UT00587,Control,0,,dead,True,975
UM-HET3,C2004,UT,f,UT00588,Control,0,,dead,True,958
UM-HET3,C2004,UT,m,UT00592,Control,0,,dead,True,896
UM-HET3,C2004,UT,m,UT00595,Control,0,,dead,True,635
UM-HET3,C2004,UT,m,UT00596,Control,0,,dead,True,893
UM-HET3,C2004,UT,m,UT00599,Control,0,,dead,True,829
UM-HET3,C2004,UT,m,UT00600,Control,0,,dead,True,809
UM-HET3,C2004,UT,m,UT00601,Control,0,,dead,True,562
UM-HET3,C2004,UT,f,UT00605,Control,0,,dead,True,863
UM-HET3,C2004,UT,f,UT00606,Control,0,,dead,True,740
UM-HET3,C2004,UT,f,UT00607,Control,0,,dead,True,1188
UM-HET3,C2004,UT,f,UT00608,Control,0,,dead,True,1040
UM-HET3,C2004,UT,f,UT00615,Control,0,,dead,True,922
UM-HET3,C2004,UT,f,UT00616,Control,0,,dead,True,1131
UM-HET3,C2004,UT,f,UT00617,Control,0,,dead,True,891
UM-HET3,C2004,UT,f,UT00618,Control,0,,dead,True,776
UM-HET3,C2004,UT,f,UT00619,Control,0,,dead,True,1012
UM-HET3,C2004,UT,f,UT00620,Control,0,,dead,True,1169
UM-HET3,C2004,UT,f,UT00621,Control,0,,dead,True,803
UM-HET3,C2004,UT,f,UT00622,Control,0,,dead,True,983
UM-HET3,C2004,UT,f,UT00626,Control,0,,dead,True,806
UM-HET3,C2004,UT,f,UT00627,Control,0,,dead,True,668
UM-HET3,C2004,UT,f,UT00628,Control,0,,dead,True,1153
UM-HET3,C2004,UT,f,UT00629,Control,0,,dead,True,489
UM-HET3,C2004,UT,f,UT00630,Control,0,,dead,True,1046
UM-HET3,C2004,UT,f,UT00631,Control,0,,dead,True,796
UM-HET3,C2004,UT,f,UT00632,Control,0,,dead,True,792
UM-HET3,C2004,UT,f,UT00633,Control,0,,dead,True,1093
UM-HET3,C2004,UT,m,UT00634,Control,0,,dead,True,1072
UM-HET3,C2004,UT,m,UT00635,Control,0,,dead,True,1041
UM-HET3,C2004,UT,m,UT00636,Control,0,,removed,False,567
UM-HET3,C2004,UT,m,UT00648,Control,0,,dead,True,822
UM-HET3,C2004,UT,m,UT00649,Control,0,,dead,True,697
UM-HET3,C2004,UT,m,UT00650,Control,0,,dead,True,774
UM-HET3,C2004,UT,f,UT00651,Control,0,,dead,True,825
UM-HET3,C2004,UT,f,UT00652,Control,0,,dead,True,879
UM-HET3,C2004,UT,f,UT00653,Control,0,,dead,True,786
UM-HET3,C2004,UT,f,UT00654,Control,0,,dead,True,631
UM-HET3,C2004,UT,f,UT00661,Control,0,,dead,True,1072
UM-HET3,C2004,UT,f,UT00662,Control,0,,dead,True,943
UM-HET3,C2004,UT,f,UT00663,Control,0,,dead,True,929
UM-HET3,C2004,UT,f,UT00664,Control,0,,dead,True,1043
UM-HET3,C2004,UT,f,UT00695,Control,0,,dead,True,840
UM-HET3,C2004,UT,f,UT00696,Control,0,,dead,True,508
UM-HET3,C2004,UT,f,UT00697,Control,0,,dead,True,800
UM-HET3,C2004,UT,f,UT00698,Control,0,,dead,True,847
UM-HET3,C2004,UT,m,UT00709,Control,0,,dead,True,479
UM-HET3,C2004,UT,m,UT00710,Control,0,,dead,True,580
UM-HET3,C2004,UT,m,UT00713,Control,0,,removed,False,205
UM-HET3,C2004,UT,f,UT00714,Control,0,,dead,True,801
UM-HET3,C2004,UT,f,UT00715,Control,0,,dead,True,966
UM-HET3,C2004,UT,f,UT00716,Control,0,,dead,True,671
UM-HET3,C2004,UT,f,UT00717,Control,0,,dead,True,937
UM-HET3,C2004,UT,m,UT00721,Control,0,,dead,True,635
UM-HET3,C2004,UT,m,UT00722,Control,0,,dead,True,306
UM-HET3,C2004,UT,m,UT00723,Control,0,,dead,True,824
UM-HET3,C2004,UT,m,UT00728,Control,0,,dead,True,861
UM-HET3,C2004,UT,m,UT00729,Control,0,,dead,True,885
UM-HET3,C2004,UT,m,UT00730,Control,0,,dead,True,638
UM-HET3,C2004,UT,f,UT00734,Control,0,,dead,True,670
UM-HET3,C2004,UT,f,UT00735,Control,0,,dead,True,967
UM-HET3,C2004,UT,f,UT00736,Control,0,,dead,True,690
UM-HET3,C2004,UT,f,UT00737,Control,0,,dead,True,902
UM-HET3,C2004,UT,m,UT00738,Control,0,,removed,False,212
UM-HET3,C2004,UT,m,UT00739,Control,0,,removed,False,212
UM-HET3,C2004,UT,m,UT00740,Control,0,,removed,False,212
UM-HET3,C2004,UT,f,UT00742,Control,0,,dead,True,916
UM-HET3,C2004,UT,f,UT00743,Control,0,,dead,True,903
UM-HET3,C2004,UT,f,UT00744,Control,0,,dead,True,665
UM-HET3,C2004,UT,f,UT00745,Control,0,,dead,True,1076
UM-HET3,C2004,UT,f,UT00755,Control,0,,dead,True,709
UM-HET3,C2004,UT,f,UT00756,Control,0,,dead,True,923
UM-HET3,C2004,UT,f,UT00757,Control,0,,dead,True,1004
UM-HET3,C2004,UT,f,UT00758,Control,0,,dead,True,881
UM-HET3,C2004,UT,m,UT00759,Control,0,,dead,True,197
UM-HET3,C2004,UT,f,UT00762,Control,0,,dead,True,717
UM-HET3,C2004,UT,f,UT00763,Control,0,,dead,True,660
UM-HET3,C2004,UT,f,UT00764,Control,0,,dead,True,88
UM-HET3,C2004,UT,f,UT00765,Control,0,,dead,True,875
UM-HET3,C2004,UT,m,UT00766,Control,0,,dead,True,1100
UM-HET3,C2004,UT,m,UT00767,Control,0,,dead,True,417
UM-HET3,C2004,UT,m,UT00768,Control,0,,dead,True,703
UM-HET3,C2004,UT,m,UT00788,Control,0,,dead,True,973
UM-HET3,C2004,UT,m,UT00789,Control,0,,dead,True,452
UM-HET3,C2004,UT,m,UT00790,Control,0,,dead,True,665
UM-HET3,C2004,UT,m,UT00791,Control,0,,dead,True,572
UM-HET3,C2004,UT,m,UT00792,Control,0,,dead,True,777
UM-HET3,C2004,UT,m,UT00793,Control,0,,dead,True,961
UM-HET3,C2004,UT,m,UT00794,Control,0,,dead,True,792
UM-HET3,C2004,UT,m,UT00795,Control,0,,dead,True,1070
UM-HET3,C2004,UT,m,UT00796,Control,0,,dead,True,481
UM-HET3,C2004,UT,m,UT00800,Control,0,,dead,True,693
UM-HET3,C2004,UT,m,UT00801,Control,0,,dead,True,586
UM-HET3,C2004,UT,m,UT00802,Control,0,,dead,True,614
UM-HET3,C2004,UT,m,UT00803,Control,0,,dead,True,27
UM-HET3,C2004,UT,m,UT00804,Control,0,,dead,True,685
UM-HET3,C2004,UT,m,UT00805,Control,0,,dead,True,609
UM-HET3,C2004,UT,m,UT00809,Control,0,,dead,True,760
UM-HET3,C2004,UT,m,UT00810,Control,0,,dead,True,370
UM-HET3,C2004,UT,m,UT00811,Control,0,,dead,True,684
UM-HET3,C2004,UT,m,UT00815,Control,0,,dead,True,837
UM-HET3,C2004,UT,m,UT00816,Control,0,,dead,True,550
UM-HET3,C2004,UT,m,UT00817,Control,0,,dead,True,705
UM-HET3,C2004,UT,m,UT00821,Control,0,,dead,True,739
UM-HET3,C2004,UT,m,UT00822,Control,0,,dead,True,825
UM-HET3,C2004,UT,m,UT00823,Control,0,,dead,True,788
UM-HET3,C2004,UT,m,UT00833,Control,0,,dead,True,929
UM-HET3,C2004,UT,m,UT00834,Control,0,,dead,True,747
UM-HET3,C2004,UT,m,UT00835,Control,0,,dead,True,624
UM-HET3,C2004,TJL,m,JL00092,NDGA,2500,9,dead,True,575
UM-HET3,C2004,TJL,m,JL00093,NDGA,2500,9,dead,True,978
UM-HET3,C2004,TJL,m,JL00094,NDGA,2500,9,dead,True,811
UM-HET3,C2004,TJL,f,JL00202,NDGA,2500,9,dead,True,720
UM-HET3,C2004,TJL,f,JL00203,NDGA,2500,9,dead,True,536
UM-HET3,C2004,TJL,f,JL00204,NDGA,2500,9,dead,True,1065
UM-HET3,C2004,TJL,f,JL00205,NDGA,2500,9,dead,True,1169
UM-HET3,C2004,TJL,m,JL00206,NDGA,2500,9,dead,True,846
UM-HET3,C2004,TJL,m,JL00207,NDGA,2500,9,dead,True,664
UM-HET3,C2004,TJL,m,JL00208,NDGA,2500,9,dead,True,679
UM-HET3,C2004,TJL,f,JL00216,NDGA,2500,9,dead,True,894
UM-HET3,C2004,TJL,f,JL00217,NDGA,2500,9,dead,True,750
UM-HET3,C2004,TJL,f,JL00218,NDGA,2500,9,dead,True,1143
UM-HET3,C2004,TJL,f,JL00219,NDGA,2500,9,dead,True,960
UM-HET3,C2004,TJL,m,JL00282,NDGA,2500,9,dead,True,658
UM-HET3,C2004,TJL,m,JL00283,NDGA,2500,9,dead,True,762
UM-HET3,C2004,TJL,m,JL00284,NDGA,2500,9,dead,True,1012
UM-HET3,C2004,TJL,m,JL00378,NDGA,2500,9,dead,True,315
UM-HET3,C2004,TJL,m,JL00379,NDGA,2500,9,dead,True,973
UM-HET3,C2004,TJL,m,JL00380,NDGA,2500,9,dead,True,917
UM-HET3,C2004,TJL,f,JL00421,NDGA,2500,9,dead,True,862
UM-HET3,C2004,TJL,f,JL00422,NDGA,2500,9,dead,True,458
UM-HET3,C2004,TJL,f,JL00423,NDGA,2500,9,dead,True,973
UM-HET3,C2004,TJL,f,JL00424,NDGA,2500,9,dead,True,1056
UM-HET3,C2004,TJL,f,JL00448,NDGA,2500,9,dead,True,1094
UM-HET3,C2004,TJL,f,JL00449,NDGA,2500,9,dead,True,870
UM-HET3,C2004,TJL,f,JL00450,NDGA,2500,9,dead,True,722
UM-HET3,C2004,TJL,f,JL00451,NDGA,2500,9,dead,True,757
UM-HET3,C2004,TJL,f,JL00452,NDGA,2500,9,dead,True,748
UM-HET3,C2004,TJL,f,JL00453,NDGA,2500,9,dead,True,1020
UM-HET3,C2004,TJL,f,JL00454,NDGA,2500,9,dead,True,818
UM-HET3,C2004,TJL,f,JL00455,NDGA,2500,9,dead,True,895
UM-HET3,C2004,TJL,m,JL00515,NDGA,2500,9,dead,True,1035
UM-HET3,C2004,TJL,m,JL00516,NDGA,2500,9,dead,True,601
UM-HET3,C2004,TJL,m,JL00517,NDGA,2500,9,dead,True,845
UM-HET3,C2004,TJL,m,JL00521,NDGA,2500,9,removed,False,332
UM-HET3,C2004,TJL,m,JL00522,NDGA,2500,9,removed,False,332
UM-HET3,C2004,TJL,m,JL00523,NDGA,2500,9,removed,False,332
UM-HET3,C2004,TJL,m,JL00524,NDGA,2500,9,dead,True,906
UM-HET3,C2004,TJL,m,JL00525,NDGA,2500,9,dead,True,1156
UM-HET3,C2004,TJL,m,JL00526,NDGA,2500,9,dead,True,1039
UM-HET3,C2004,TJL,f,JL00542,NDGA,2500,9,dead,True,939
UM-HET3,C2004,TJL,f,JL00543,NDGA,2500,9,dead,True,891
UM-HET3,C2004,TJL,f,JL00544,NDGA,2500,9,dead,True,871
UM-HET3,C2004,TJL,f,JL00545,NDGA,2500,9,dead,True,981
UM-HET3,C2004,TJL,m,JL00581,NDGA,2500,9,dead,True,1015
UM-HET3,C2004,TJL,m,JL00582,NDGA,2500,9,dead,True,890
UM-HET3,C2004,TJL,m,JL00583,NDGA,2500,9,dead,True,771
UM-HET3,C2004,TJL,m,JL00584,NDGA,2500,9,dead,True,505
UM-HET3,C2004,TJL,m,JL00585,NDGA,2500,9,dead,True,1010
UM-HET3,C2004,TJL,m,JL00586,NDGA,2500,9,dead,True,763
UM-HET3,C2004,TJL,m,JL00590,NDGA,2500,9,dead,True,1053
UM-HET3,C2004,TJL,m,JL00591,NDGA,2500,9,dead,True,236
UM-HET3,C2004,TJL,m,JL00592,NDGA,2500,9,dead,True,782
UM-HET3,C2004,TJL,m,JL00631,NDGA,2500,9,dead,True,887
UM-HET3,C2004,TJL,m,JL00632,NDGA,2500,9,dead,True,915
UM-HET3,C2004,TJL,m,JL00633,NDGA,2500,9,dead,True,543
UM-HET3,C2004,TJL,m,JL00634,NDGA,2500,9,dead,True,463
UM-HET3,C2004,TJL,m,JL00635,NDGA,2500,9,dead,True,889
UM-HET3,C2004,TJL,m,JL00636,NDGA,2500,9,dead,True,455
UM-HET3,C2004,TJL,m,JL00637,NDGA,2500,9,dead,True,857
UM-HET3,C2004,TJL,m,JL00638,NDGA,2500,9,dead,True,330
UM-HET3,C2004,TJL,m,JL00639,NDGA,2500,9,dead,True,847
UM-HET3,C2004,TJL,f,JL00646,NDGA,2500,9,dead,True,896
UM-HET3,C2004,TJL,f,JL00647,NDGA,2500,9,dead,True,924
UM-HET3,C2004,TJL,f,JL00648,NDGA,2500,9,dead,True,664
UM-HET3,C2004,TJL,f,JL00649,NDGA,2500,9,dead,True,531
UM-HET3,C2004,TJL,f,JL00650,NDGA,2500,9,dead,True,813
UM-HET3,C2004,TJL,f,JL00651,NDGA,2500,9,dead,True,813
UM-HET3,C2004,TJL,f,JL00652,NDGA,2500,9,dead,True,647
UM-HET3,C2004,TJL,f,JL00653,NDGA,2500,9,dead,True,961
UM-HET3,C2004,TJL,m,JL00660,NDGA,2500,9,dead,True,913
UM-HET3,C2004,TJL,m,JL00661,NDGA,2500,9,dead,True,907
UM-HET3,C2004,TJL,m,JL00662,NDGA,2500,9,dead,True,703
UM-HET3,C2004,TJL,m,JL00663,NDGA,2500,9,dead,True,997
UM-HET3,C2004,TJL,m,JL00664,NDGA,2500,9,dead,True,927
UM-HET3,C2004,TJL,m,JL00665,NDGA,2500,9,dead,True,997
UM-HET3,C2004,TJL,m,JL00669,NDGA,2500,9,dead,True,904
UM-HET3,C2004,TJL,m,JL00670,NDGA,2500,9,dead,True,891
UM-HET3,C2004,TJL,m,JL00671,NDGA,2500,9,dead,True,806
UM-HET3,C2004,TJL,f,JL00680,NDGA,2500,9,dead,True,1044
UM-HET3,C2004,TJL,f,JL00681,NDGA,2500,9,dead,True,906
UM-HET3,C2004,TJL,f,JL00682,NDGA,2500,9,dead,True,893
UM-HET3,C2004,TJL,f,JL00683,NDGA,2500,9,dead,True,960
UM-HET3,C2004,TJL,f,JL00684,NDGA,2500,9,dead,True,937
UM-HET3,C2004,TJL,f,JL00685,NDGA,2500,9,dead,True,811
UM-HET3,C2004,TJL,f,JL00686,NDGA,2500,9,dead,True,777
UM-HET3,C2004,TJL,f,JL00687,NDGA,2500,9,dead,True,671
UM-HET3,C2004,TJL,m,JL00691,NDGA,2500,9,dead,True,743
UM-HET3,C2004,TJL,m,JL00692,NDGA,2500,9,dead,True,911
UM-HET3,C2004,TJL,m,JL00693,NDGA,2500,9,dead,True,713
UM-HET3,C2004,TJL,m,JL00730,NDGA,2500,9,dead,True,197
UM-HET3,C2004,TJL,m,JL00731,NDGA,2500,9,dead,True,547
UM-HET3,C2004,TJL,m,JL00732,NDGA,2500,9,dead,True,610
UM-HET3,C2004,TJL,m,JL00733,NDGA,2500,9,dead,True,686
UM-HET3,C2004,TJL,m,JL00734,NDGA,2500,9,dead,True,1112
UM-HET3,C2004,TJL,m,JL00735,NDGA,2500,9,dead,True,688
UM-HET3,C2004,TJL,f,JL00781,NDGA,2500,9,dead,True,749
UM-HET3,C2004,TJL,f,JL00782,NDGA,2500,9,dead,True,1009
UM-HET3,C2004,TJL,f,JL00783,NDGA,2500,9,dead,True,1073
UM-HET3,C2004,TJL,f,JL00784,NDGA,2500,9,dead,True,552
UM-HET3,C2004,TJL,f,JL00785,NDGA,2500,9,dead,True,924
UM-HET3,C2004,TJL,f,JL00786,NDGA,2500,9,dead,True,575
UM-HET3,C2004,TJL,f,JL00787,NDGA,2500,9,dead,True,707
UM-HET3,C2004,TJL,f,JL00788,NDGA,2500,9,dead,True,1108
UM-HET3,C2004,TJL,m,JL00811,NDGA,2500,9,dead,True,453
UM-HET3,C2004,TJL,m,JL00812,NDGA,2500,9,dead,True,1060
UM-HET3,C2004,TJL,m,JL00813,NDGA,2500,9,dead,True,1001
UM-HET3,C2004,UM,f,UM00175,NDGA,2500,9,dead,True,1113
UM-HET3,C2004,UM,f,UM00182,NDGA,2500,9,dead,True,773
UM-HET3,C2004,UM,f,UM00189,NDGA,2500,9,dead,True,614
UM-HET3,C2004,UM,f,UM00196,NDGA,2500,9,dead,True,802
UM-HET3,C2004,UM,m,UM00252,NDGA,2500,9,dead,True,835
UM-HET3,C2004,UM,m,UM00259,NDGA,2500,9,dead,True,983
UM-HET3,C2004,UM,m,UM00266,NDGA,2500,9,dead,True,970
UM-HET3,C2004,UM,f,UM00406,NDGA,2500,9,dead,True,886
UM-HET3,C2004,UM,f,UM00413,NDGA,2500,9,dead,True,1236
UM-HET3,C2004,UM,f,UM00420,NDGA,2500,9,dead,True,868
UM-HET3,C2004,UM,f,UM00427,NDGA,2500,9,dead,True,782
UM-HET3,C2004,UM,m,UM00700,NDGA,2500,9,dead,True,1098
UM-HET3,C2004,UM,m,UM00707,NDGA,2500,9,dead,True,902
UM-HET3,C2004,UM,m,UM00714,NDGA,2500,9,dead,True,940
UM-HET3,C2004,UM,f,UM00945,NDGA,2500,9,dead,True,946
UM-HET3,C2004,UM,f,UM00952,NDGA,2500,9,removed,False,92
UM-HET3,C2004,UM,f,UM00959,NDGA,2500,9,dead,True,921
