population,cohort,site,sex,id,group,Rx(ppm),age_initiation(mo),status,dead,age(days)
UM-HET3,C2004,UM,f,UM00966,NDGA,2500,9,dead,True,914
UM-HET3,C2004,UM,f,UM01092,NDGA,2500,9,dead,True,1021
UM-HET3,C2004,UM,f,UM01099,NDGA,2500,9,dead,True,950
UM-HET3,C2004,UM,f,UM01106,NDGA,2500,9,dead,True,1055
UM-HET3,C2004,UM,f,UM01113,NDGA,2500,9,dead,True,757
UM-HET3,C2004,UM,m,UM01120,NDGA,2500,9,dead,True,960
UM-HET3,C2004,UM,m,UM01127,NDGA,2500,9,dead,True,939
UM-HET3,C2004,UM,m,UM01134,NDGA,2500,9,dead,True,921
UM-HET3,C2004,UM,f,UM01162,NDGA,2500,9,dead,True,1067
UM-HET3,C2004,UM,f,UM01169,NDGA,2500,9,dead,True,1249
UM-HET3,C2004,UM,f,UM01176,NDGA,2500,9,dead,True,833
UM-HET3,C2004,UM,f,UM01183,NDGA,2500,9,dead,True,674
UM-HET3,C2004,UM,m,UM01232,NDGA,2500,9,dead,True,715
UM-HET3,C2004,UM,m,UM01239,NDGA,2500,9,dead,True,1055
UM-HET3,C2004,UM,m,UM01246,NDGA,2500,9,dead,True,970
UM-HET3,C2004,UM,f,UM01323,NDGA,2500,9,dead,True,1083
UM-HET3,C2004,UM,f,UM01330,NDGA,2500,9,dead,True,788
UM-HET3,C2004,UM,f,UM01337,NDGA,2500,9,dead,True,1153
UM-HET3,C2004,UM,f,UM01344,NDGA,2500,9,dead,True,971
UM-HET3,C2004,UM,m,UM01540,NDGA,2500,9,dead,True,950
UM-HET3,C2004,UM,m,UM01547,NDGA,2500,9,dead,True,462
UM-HET3,C2004,UM,m,UM01554,NDGA,2500,9,dead,True,929
UM-HET3,C2004,UM,m,UM01561,NDGA,2500,9,dead,True,768
UM-HET3,C2004,UM,m,UM01568,NDGA,2500,9,dead,True,1120
UM-HET3,C2004,UM,m,UM01575,NDGA,2500,9,dead,True,1047
UM-HET3,C2004,UM,m,UM01582,NDGA,2500,9,dead,True,761
UM-HET3,C2004,UM,m,UM01589,NDGA,2500,9,dead,True,698
UM-HET3,C2004,UM,m,UM01596,NDGA,2500,9,dead,True,619
UM-HET3,C2004,UM,m,UM01659,NDGA,2500,9,dead,True,939
UM-HET3,C2004,UM,m,UM01666,NDGA,2500,9,dead,True,316
UM-HET3,C2004,UM,m,UM01673,NDGA,2500,9,dead,True,860
UM-HET3,C2004,UM,f,UM01680,NDGA,2500,9,dead,True,916
UM-HET3,C2004,UM,f,UM01687,NDGA,2500,9,dead,True,949
UM-HET3,C2004,UM,f,UM01694,NDGA,2500,9,dead,True,857
UM-HET3,C2004,UM,f,UM01701,NDGA,2500,9,dead,True,793
UM-HET3,C2004,UM,m,UM02072,NDGA,2500,9,dead,True,1116
UM-HET3,C2004,UM,m,UM02079,NDGA,2500,9,dead,True,1106
UM-HET3,C2004,UM,m,UM02086,NDGA,2500,9,dead,True,874
UM-HET3,C2004,UM,m,UM02142,NDGA,2500,9,dead,True,782
UM-HET3,C2004,UM,m,UM02149,NDGA,2500,9,dead,True,862
UM-HET3,C2004,UM,m,UM02156,NDGA,2500,9,dead,True,1267
UM-HET3,C2004,UM,f,UM02184,NDGA,2500,9,dead,True,982
UM-HET3,C2004,UM,f,UM02191,NDGA,2500,9,dead,True,1225
UM-HET3,C2004,UM,f,UM02198,NDGA,2500,9,dead,True,1203
UM-HET3,C2004,UM,f,UM02205,NDGA,2500,9,dead,True,669
UM-HET3,C2004,UM,m,UM02366,NDGA,2500,9,dead,True,1124
UM-HET3,C2004,UM,m,UM02373,NDGA,2500,9,dead,True,1142
UM-HET3,C2004,UM,m,UM02380,NDGA,2500,9,dead,True,771
UM-HET3,C2004,UM,m,UM02569,NDGA,2500,9,dead,True,1226
UM-HET3,C2004,UM,m,UM02576,NDGA,2500,9,dead,True,1090
UM-HET3,C2004,UM,m,UM02583,NDGA,2500,9,dead,True,1104
UM-HET3,C2004,UM,f,UM03108,NDGA,2500,9,dead,True,852
UM-HET3,C2004,UM,f,UM03115,NDGA,2500,9,dead,True,879
UM-HET3,C2004,UM,f,UM03122,NDGA,2500,9,dead,True,1026
UM-HET3,C2004,UM,f,UM03129,NDGA,2500,9,dead,True,784
UM-HET3,C2004,UM,f,UM03136,NDGA,2500,9,dead,True,983
UM-HET3,C2004,UM,f,UM03143,NDGA,2500,9,dead,True,843
UM-HET3,C2004,UM,f,UM03150,NDGA,2500,9,dead,True,1062
UM-HET3,C2004,UM,f,UM03157,NDGA,2500,9,dead,True,1188
UM-HET3,C2004,UM,m,UM03262,NDGA,2500,9,dead,True,805
UM-HET3,C2004,UM,m,UM03269,NDGA,2500,9,dead,True,676
UM-HET3,C2004,UM,m,UM03276,NDGA,2500,9,dead,True,1084
UM-HET3,C2004,UM,m,UM03409,NDGA,2500,9,dead,True,855
UM-HET3,C2004,UM,m,UM03416,NDGA,2500,9,dead,True,962
UM-HET3,C2004,UM,m,UM03423,NDGA,2500,9,dead,True,998
UM-HET3,C2004,UM,m,UM03479,NDGA,2500,9,dead,True,838
UM-HET3,C2004,UM,m,UM03486,NDGA,2500,9,dead,True,42
UM-HET3,C2004,UM,m,UM03493,NDGA,2500,9,dead,True,333
UM-HET3,C2004,UM,m,UM03528,NDGA,2500,9,dead,True,911
UM-HET3,C2004,UM,m,UM03535,NDGA,2500,9,dead,True,1173
UM-HET3,C2004,UM,m,UM03542,NDGA,2500,9,dead,True,609
UM-HET3,C2004,UM,m,UM03549,NDGA,2500,9,dead,True,1049
UM-HET3,C2004,UM,m,UM03556,NDGA,2500,9,dead,True,619
UM-HET3,C2004,UM,m,UM03563,NDGA,2500,9,dead,True,752
UM-HET3,C2004,UM,m,UM03612,NDGA,2500,9,dead,True,677
UM-HET3,C2004,UM,m,UM03619,NDGA,2500,9,dead,True,928
UM-HET3,C2004,UM,m,UM03626,NDGA,2500,9,dead,True,892
UM-HET3,C2004,UM,f,UM03885,NDGA,2500,9,removed,False,43
UM-HET3,C2004,UM,f,UM03892,NDGA,2500,9,removed,False,43
UM-HET3,C2004,UM,f,UM03899,NDGA,2500,9,removed,False,43
UM-HET3,C2004,UM,f,UM03906,NDGA,2500,9,removed,False,43
UM-HET3,C2004,UM,f,UM04116,NDGA,2500,9,removed,False,590
UM-HET3,C2004,UM,f,UM04123,NDGA,2500,9,removed,False,590
UM-HET3,C2004,UM,f,UM04130,NDGA,2500,9,removed,False,590
UM-HET3,C2004,UM,f,UM04137,NDGA,2500,9,removed,False,590
UM-HET3,C2004,UM,m,UM04767,NDGA,2500,9,dead,True,1186
UM-HET3,C2004,UM,m,UM04774,NDGA,2500,9,dead,True,1213
UM-HET3,C2004,UM,m,UM04781,NDGA,2500,9,dead,True,863
UM-HET3,C2004,UM,m,UM04956,NDGA,2500,9,dead,True,1022
UM-HET3,C2004,UM,m,UM04963,NDGA,2500,9,dead,True,883
UM-HET3,C2004,UM,m,UM04970,NDGA,2500,9,dead,True,797
UM-HET3,C2004,UM,f,UM05131,NDGA,2500,9,dead,True,887
UM-HET3,C2004,UM,f,UM05138,NDGA,2500,9,dead,True,635
UM-HET3,C2004,UM,f,UM05145,NDGA,2500,9,dead,True,923
UM-HET3,C2004,UM,f,UM05152,NDGA,2500,9,dead,True,901
UM-HET3,C2004,UT,m,UT00087,NDGA,2500,9,removed,False,329
UM-HET3,C2004,UT,m,UT00088,NDGA,2500,9,dead,True,154
UM-HET3,C2004,UT,m,UT00089,NDGA,2500,9,removed,False,754
UM-HET3,C2004,UT,m,UT00132,NDGA,2500,9,dead,True,967
UM-HET3,C2004,UT,m,UT00133,NDGA,2500,9,dead,True,861
UM-HET3,C2004,UT,m,UT00136,NDGA,2500,9,dead,True,869
UM-HET3,C2004,UT,f,UT00156,NDGA,2500,9,dead,True,972
UM-HET3,C2004,UT,f,UT00157,NDGA,2500,9,dead,True,952
UM-HET3,C2004,UT,f,UT00158,NDGA,2500,9,dead,True,928
UM-HET3,C2004,UT,f,UT00159,NDGA,2500,9,dead,True,899
UM-HET3,C2004,UT,m,UT00202,NDGA,2500,9,dead,True,1135
UM-HET3,C2004,UT,m,UT00203,NDGA,2500,9,dead,True,989
UM-HET3,C2004,UT,m,UT00204,NDGA,2500,9,dead,True,956
UM-HET3,C2004,UT,f,UT00205,NDGA,2500,9,dead,True,991
UM-HET3,C2004,UT,f,UT00206,NDGA,2500,9,dead,True,660
UM-HET3,C2004,UT,f,UT00207,NDGA,2500,9,dead,True,687
UM-HET3,C2004,UT,f,UT00208,NDGA,2500,9,dead,True,767
UM-HET3,C2004,UT,m,UT00223,NDGA,2500,9,dead,True,1168
UM-HET3,C2004,UT,m,UT00224,NDGA,2500,9,dead,True,1020
UM-HET3,C2004,UT,m,UT00226,NDGA,2500,9,dead,True,853
UM-HET3,C2004,UT,f,UT00257,NDGA,2500,9,dead,True,824
UM-HET3,C2004,UT,f,UT00258,NDGA,2500,9,dead,True,848
UM-HET3,C2004,UT,f,UT00259,NDGA,2500,9,dead,True,985
UM-HET3,C2004,UT,f,UT00260,NDGA,2500,9,dead,True,944
UM-HET3,C2004,UT,f,UT00291,NDGA,2500,9,dead,True,1099
UM-HET3,C2004,UT,f,UT00292,NDGA,2500,9,dead,True,770
UM-HET3,C2004,UT,f,UT00293,NDGA,2500,9,dead,True,946
UM-HET3,C2004,UT,f,UT00294,NDGA,2500,9,dead,True,648
UM-HET3,C2004,UT,f,UT00311,NDGA,2500,9,dead,True,966
UM-HET3,C2004,UT,f,UT00312,NDGA,2500,9,removed,False,129
UM-HET3,C2004,UT,f,UT00313,NDGA,2500,9,dead,True,1104
UM-HET3,C2004,UT,f,UT00314,NDGA,2500,9,dead,True,698
UM-HET3,C2004,UT,m,UT00318,NDGA,2500,9,dead,True,881
UM-HET3,C2004,UT,m,UT00319,NDGA,2500,9,dead,True,730
UM-HET3,C2004,UT,m,UT00320,NDGA,2500,9,dead,True,936
UM-HET3,C2004,UT,f,UT00333,NDGA,2500,9,dead,True,721
UM-HET3,C2004,UT,f,UT00339,NDGA,2500,9,dead,True,984
UM-HET3,C2004,UT,f,UT00340,NDGA,2500,9,dead,True,1051
UM-HET3,C2004,UT,f,UT00341,NDGA,2500,9,dead,True,729
UM-HET3,C2004,UT,f,UT00342,NDGA,2500,9,dead,True,1155
UM-HET3,C2004,UT,f,UT00349,NDGA,2500,9,dead,True,682
UM-HET3,C2004,UT,f,UT00350,NDGA,2500,9,dead,True,499
UM-HET3,C2004,UT,f,UT00351,NDGA,2500,9,dead,True,643
UM-HET3,C2004,UT,f,UT00352,NDGA,2500,9,dead,True,717
UM-HET3,C2004,UT,f,UT00360,NDGA,2500,9,dead,True,1002
UM-HET3,C2004,UT,f,UT00361,NDGA,2500,9,dead,True,922
UM-HET3,C2004,UT,f,UT00362,NDGA,2500,9,dead,True,695
UM-HET3,C2004,UT,f,UT00363,NDGA,2500,9,dead,True,692
UM-HET3,C2004,UT,m,UT00406,NDGA,2500,9,dead,True,650
UM-HET3,C2004,UT,m,UT00407,NDGA,2500,9,removed,False,727
UM-HET3,C2004,UT,m,UT00408,NDGA,2500,9,removed,False,715
UM-HET3,C2004,UT,m,UT00420,NDGA,2500,9,dead,True,797
UM-HET3,C2004,UT,m,UT00421,NDGA,2500,9,dead,True,812
UM-HET3,C2004,UT,m,UT00422,NDGA,2500,9,dead,True,1002
UM-HET3,C2004,UT,m,UT00430,NDGA,2500,9,removed,False,217
UM-HET3,C2004,UT,m,UT00431,NDGA,2500,9,removed,False,217
UM-HET3,C2004,UT,m,UT00433,NDGA,2500,9,removed,False,213
UM-HET3,C2004,UT,m,UT00444,NDGA,2500,9,removed,False,698
UM-HET3,C2004,UT,m,UT00445,NDGA,2500,9,dead,True,711
UM-HET3,C2004,UT,m,UT00446,NDGA,2500,9,dead,True,818
UM-HET3,C2004,UT,m,UT00450,NDGA,2500,9,dead,True,659
UM-HET3,C2004,UT,m,UT00451,NDGA,2500,9,dead,True,1129
UM-HET3,C2004,UT,m,UT00452,NDGA,2500,9,dead,True,855
UM-HET3,C2004,UT,f,UT00466,NDGA,2500,9,dead,True,787
UM-HET3,C2004,UT,f,UT00467,NDGA,2500,9,dead,True,913
UM-HET3,C2004,UT,f,UT00468,NDGA,2500,9,dead,True,874
UM-HET3,C2004,UT,f,UT00469,NDGA,2500,9,dead,True,969
UM-HET3,C2004,UT,f,UT00531,NDGA,2500,9,dead,True,764
UM-HET3,C2004,UT,f,UT00532,NDGA,2500,9,dead,True,908
UM-HET3,C2004,UT,f,UT00533,NDGA,2500,9,dead,True,562
UM-HET3,C2004,UT,f,UT00534,NDGA,2500,9,dead,True,921
UM-HET3,C2004,UT,m,UT00538,NDGA,2500,9,dead,True,974
UM-HET3,C2004,UT,m,UT00539,NDGA,2500,9,dead,True,1013
UM-HET3,C2004,UT,m,UT00540,NDGA,2500,9,dead,True,845
UM-HET3,C2004,UT,f,UT00541,NDGA,2500,9,dead,True,810
UM-HET3,C2004,UT,f,UT00542,NDGA,2500,9,dead,True,799
UM-HET3,C2004,UT,f,UT00543,NDGA,2500,9,dead,True,710
UM-HET3,C2004,UT,f,UT00544,NDGA,2500,9,dead,True,921
UM-HET3,C2004,UT,f,UT00561,NDGA,2500,9,dead,True,1026
UM-HET3,C2004,UT,f,UT00562,NDGA,2500,9,dead,True,987
UM-HET3,C2004,UT,f,UT00563,NDGA,2500,9,dead,True,832
UM-HET3,C2004,UT,f,UT00564,NDGA,2500,9,dead,True,1055
UM-HET3,C2004,UT,m,UT00655,NDGA,2500,9,dead,True,323
UM-HET3,C2004,UT,m,UT00656,NDGA,2500,9,dead,True,672
UM-HET3,C2004,UT,m,UT00657,NDGA,2500,9,dead,True,603
UM-HET3,C2004,UT,m,UT00682,NDGA,2500,9,dead,True,600
UM-HET3,C2004,UT,m,UT00683,NDGA,2500,9,dead,True,710
UM-HET3,C2004,UT,m,UT00684,NDGA,2500,9,dead,True,930
UM-HET3,C2004,UT,m,UT00689,NDGA,2500,9,dead,True,589
UM-HET3,C2004,UT,m,UT00690,NDGA,2500,9,dead,True,889
UM-HET3,C2004,UT,m,UT00691,NDGA,2500,9,dead,True,912
UM-HET3,C2004,UT,m,UT00718,NDGA,2500,9,dead,True,839
UM-HET3,C2004,UT,m,UT00719,NDGA,2500,9,dead,True,782
UM-HET3,C2004,UT,m,UT00720,NDGA,2500,9,dead,True,962
UM-HET3,C2004,UT,m,UT00752,NDGA,2500,9,dead,True,1052
UM-HET3,C2004,UT,m,UT00753,NDGA,2500,9,dead,True,746
UM-HET3,C2004,UT,m,UT00754,NDGA,2500,9,dead,True,896
UM-HET3,C2004,UT,m,UT00806,NDGA,2500,9,dead,True,767
UM-HET3,C2004,UT,m,UT00807,NDGA,2500,9,dead,True,1015
UM-HET3,C2004,UT,m,UT00808,NDGA,2500,9,dead,True,1091
UM-HET3,C2004,UT,m,UT00848,NDGA,2500,9,dead,True,746
UM-HET3,C2004,UT,m,UT00849,NDGA,2500,9,dead,True,526
UM-HET3,C2004,UT,m,UT00850,NDGA,2500,9,dead,True,688
UM-HET3,C2004,UT,m,UT00851,NDGA,2500,9,dead,True,962
UM-HET3,C2004,UT,m,UT00852,NDGA,2500,9,dead,True,754
UM-HET3,C2004,UT,m,UT00853,NDGA,2500,9,dead,True,975
UM-HET3,C2004,UT,m,UT00854,NDGA,2500,9,dead,True,90
UM-HET3,C2004,UT,m,UT00855,NDGA,2500,9,dead,True,1035
UM-HET3,C2004,UT,m,UT00856,NDGA,2500,9,dead,True,1031
UM-HET3,C2004,TJL,m,JL00039,NFP,200,4,dead,True,1070
UM-HET3,C2004,TJL,m,JL00040,NFP,200,4,dead,True,1090
UM-HET3,C2004,TJL,m,JL00041,NFP,200,4,dead,True,869
UM-HET3,C2004,TJL,f,JL00077,NFP,200,4,dead,True,1004
UM-HET3,C2004,TJL,f,JL00078,NFP,200,4,dead,True,962
UM-HET3,C2004,TJL,f,JL00079,NFP,200,4,dead,True,983
UM-HET3,C2004,TJL,f,JL00080,NFP,200,4,dead,True,772
UM-HET3,C2004,TJL,m,JL00085,NFP,200,4,dead,True,994
UM-HET3,C2004,TJL,m,JL00086,NFP,200,4,dead,True,419
UM-HET3,C2004,TJL,m,JL00087,NFP,200,4,dead,True,819
UM-HET3,C2004,TJL,f,JL00102,NFP,200,4,dead,True,912
UM-HET3,C2004,TJL,f,JL00103,NFP,200,4,dead,True,772
UM-HET3,C2004,TJL,f,JL00104,NFP,200,4,dead,True,639
UM-HET3,C2004,TJL,f,JL00105,NFP,200,4,dead,True,821
UM-HET3,C2004,TJL,f,JL00109,NFP,200,4,dead,True,1144
UM-HET3,C2004,TJL,f,JL00110,NFP,200,4,dead,True,933
UM-HET3,C2004,TJL,f,JL00111,NFP,200,4,dead,True,779
UM-HET3,C2004,TJL,f,JL00112,NFP,200,4,dead,True,772
UM-HET3,C2004,TJL,f,JL00129,NFP,200,4,dead,True,884
UM-HET3,C2004,TJL,f,JL00130,NFP,200,4,dead,True,925
UM-HET3,C2004,TJL,f,JL00131,NFP,200,4,dead,True,900
UM-HET3,C2004,TJL,f,JL00132,NFP,200,4,dead,True,790
UM-HET3,C2004,TJL,m,JL00172,NFP,200,4,dead,True,983
UM-HET3,C2004,TJL,m,JL00173,NFP,200,4,dead,True,1114
UM-HET3,C2004,TJL,m,JL00174,NFP,200,4,dead,True,1067
UM-HET3,C2004,TJL,f,JL00195,NFP,200,4,dead,True,896
UM-HET3,C2004,TJL,f,JL00196,NFP,200,4,dead,True,946
UM-HET3,C2004,TJL,f,JL00197,NFP,200,4,dead,True,658
UM-HET3,C2004,TJL,f,JL00198,NFP,200,4,dead,True,1030
UM-HET3,C2004,TJL,f,JL00209,NFP,200,4,dead,True,1033
UM-HET3,C2004,TJL,f,JL00210,NFP,200,4,dead,True,538
UM-HET3,C2004,TJL,f,JL00211,NFP,200,4,dead,True,953
UM-HET3,C2004,TJL,f,JL00212,NFP,200,4,dead,True,1084
UM-HET3,C2004,TJL,m,JL00213,NFP,200,4,dead,True,740
UM-HET3,C2004,TJL,m,JL00214,NFP,200,4,dead,True,277
UM-HET3,C2004,TJL,m,JL00215,NFP,200,4,dead,True,636
UM-HET3,C2004,TJL,f,JL00271,NFP,200,4,dead,True,793
UM-HET3,C2004,TJL,f,JL00272,NFP,200,4,dead,True,758
UM-HET3,C2004,TJL,f,JL00273,NFP,200,4,dead,True,1035
UM-HET3,C2004,TJL,f,JL00274,NFP,200,4,dead,True,996
UM-HET3,C2004,TJL,f,JL00293,NFP,200,4,dead,True,1005
UM-HET3,C2004,TJL,f,JL00294,NFP,200,4,dead,True,741
UM-HET3,C2004,TJL,f,JL00295,NFP,200,4,dead,True,915
UM-HET3,C2004,TJL,f,JL00296,NFP,200,4,dead,True,435
UM-HET3,C2004,TJL,f,JL00300,NFP,200,4,dead,True,834
UM-HET3,C2004,TJL,f,JL00301,NFP,200,4,dead,True,694
UM-HET3,C2004,TJL,f,JL00302,NFP,200,4,dead,True,784
UM-HET3,C2004,TJL,f,JL00303,NFP,200,4,dead,True,728
UM-HET3,C2004,TJL,m,JL00311,NFP,200,4,dead,True,855
UM-HET3,C2004,TJL,m,JL00312,NFP,200,4,dead,True,287
UM-HET3,C2004,TJL,m,JL00313,NFP,200,4,dead,True,1203
UM-HET3,C2004,TJL,m,JL00345,NFP,200,4,dead,True,986
UM-HET3,C2004,TJL,m,JL00346,NFP,200,4,dead,True,944
UM-HET3,C2004,TJL,m,JL00347,NFP,200,4,dead,True,628
UM-HET3,C2004,TJL,m,JL00351,NFP,200,4,dead,True,750
UM-HET3,C2004,TJL,m,JL00352,NFP,200,4,dead,True,578
UM-HET3,C2004,TJL,m,JL00353,NFP,200,4,dead,True,648
UM-HET3,C2004,TJL,m,JL00411,NFP,200,4,dead,True,905
UM-HET3,C2004,TJL,m,JL00412,NFP,200,4,dead,True,853
UM-HET3,C2004,TJL,m,JL00413,NFP,200,4,dead,True,897
UM-HET3,C2004,TJL,m,JL00434,NFP,200,4,dead,True,563
UM-HET3,C2004,TJL,m,JL00435,NFP,200,4,dead,True,926
UM-HET3,C2004,TJL,m,JL00436,NFP,200,4,dead,True,771
UM-HET3,C2004,TJL,f,JL00440,NFP,200,4,dead,True,890
UM-HET3,C2004,TJL,f,JL00441,NFP,200,4,dead,True,968
UM-HET3,C2004,TJL,f,JL00442,NFP,200,4,dead,True,1083
UM-HET3,C2004,TJL,f,JL00443,NFP,200,4,dead,True,1018
UM-HET3,C2004,TJL,m,JL00459,NFP,200,4,dead,True,372
UM-HET3,C2004,TJL,m,JL00460,NFP,200,4,dead,True,764
UM-HET3,C2004,TJL,m,JL00461,NFP,200,4,dead,True,639
UM-HET3,C2004,TJL,m,JL00462,NFP,200,4,dead,True,864
UM-HET3,C2004,TJL,m,JL00463,NFP,200,4,dead,True,758
UM-HET3,C2004,TJL,m,JL00464,NFP,200,4,dead,True,612
UM-HET3,C2004,TJL,f,JL00508,NFP,200,4,dead,True,1086
UM-HET3,C2004,TJL,f,JL00509,NFP,200,4,dead,True,943
UM-HET3,C2004,TJL,f,JL00510,NFP,200,4,dead,True,791
UM-HET3,C2004,TJL,f,JL00511,NFP,200,4,dead,True,845
UM-HET3,C2004,TJL,m,JL00512,NFP,200,4,dead,True,1067
UM-HET3,C2004,TJL,m,JL00513,NFP,200,4,dead,True,629
UM-HET3,C2004,TJL,m,JL00514,NFP,200,4,dead,True,608
UM-HET3,C2004,TJL,m,JL00518,NFP,200,4,dead,True,659
UM-HET3,C2004,TJL,m,JL00519,NFP,200,4,dead,True,855
UM-HET3,C2004,TJL,m,JL00520,NFP,200,4,dead,True,911
UM-HET3,C2004,TJL,f,JL00527,NFP,200,4,dead,True,1077
UM-HET3,C2004,TJL,f,JL00528,NFP,200,4,dead,True,769
UM-HET3,C2004,TJL,f,JL00529,NFP,200,4,dead,True,886
UM-HET3,C2004,TJL,f,JL00530,NFP,200,4,dead,True,900
UM-HET3,C2004,TJL,m,JL00557,NFP,200,4,dead,True,466
UM-HET3,C2004,TJL,m,JL00558,NFP,200,4,dead,True,738
UM-HET3,C2004,TJL,m,JL00559,NFP,200,4,dead,True,1006
UM-HET3,C2004,TJL,m,JL00593,NFP,200,4,dead,True,753
UM-HET3,C2004,TJL,m,JL00594,NFP,200,4,dead,True,1143
UM-HET3,C2004,TJL,m,JL00595,NFP,200,4,dead,True,796
UM-HET3,C2004,TJL,m,JL00596,NFP,200,4,dead,True,912
UM-HET3,C2004,TJL,m,JL00597,NFP,200,4,dead,True,1101
UM-HET3,C2004,TJL,m,JL00598,NFP,200,4,dead,True,305
UM-HET3,C2004,TJL,m,JL00599,NFP,200,4,dead,True,773
UM-HET3,C2004,TJL,m,JL00600,NFP,200,4,dead,True,613
UM-HET3,C2004,TJL,m,JL00601,NFP,200,4,dead,True,962
UM-HET3,C2004,TJL,m,JL00602,NFP,200,4,dead,True,682
UM-HET3,C2004,TJL,m,JL00603,NFP,200,4,dead,True,627
UM-HET3,C2004,TJL,m,JL00604,NFP,200,4,dead,True,962
UM-HET3,C2004,TJL,m,JL00724,NFP,200,4,dead,True,770
UM-HET3,C2004,TJL,m,JL00725,NFP,200,4,dead,True,972
UM-HET3,C2004,TJL,m,JL00726,NFP,200,4,dead,True,944
UM-HET3,C2004,TJL,m,JL00850,NFP,200,4,dead,True,996
UM-HET3,C2004,TJL,m,JL00851,NFP,200,4,dead,True,787
UM-HET3,C2004,TJL,m,JL00852,NFP,200,4,dead,True,198
UM-HET3,C2004,UM,m,UM00007,NFP,200,4,dead,True,969
UM-HET3,C2004,UM,m,UM00014,NFP,200,4,dead,True,604
UM-HET3,C2004,UM,m,UM00021,NFP,200,4,dead,True,1093
UM-HET3,C2004,UM,f,UM00224,NFP,200,4,removed,False,170
UM-HET3,C2004,UM,f,UM00231,NFP,200,4,removed,False,170
UM-HET3,C2004,UM,f,UM00238,NFP,200,4,removed,False,170
UM-HET3,C2004,UM,f,UM00245,NFP,200,4,removed,False,170
UM-HET3,C2004,UM,m,UM00301,NFP,200,4,dead,True,786
UM-HET3,C2004,UM,m,UM00308,NFP,200,4,dead,True,854
UM-HET3,C2004,UM,m,UM00315,NFP,200,4,dead,True,955
UM-HET3,C2004,UM,m,UM00434,NFP,200,4,dead,True,974
UM-HET3,C2004,UM,m,UM00441,NFP,200,4,dead,True,1047
UM-HET3,C2004,UM,m,UM00448,NFP,200,4,dead,True,898
UM-HET3,C2004,UM,f,UM00476,NFP,200,4,dead,True,745
UM-HET3,C2004,UM,f,UM00483,NFP,200,4,dead,True,875
UM-HET3,C2004,UM,f,UM00490,NFP,200,4,dead,True,720
UM-HET3,C2004,UM,f,UM00497,NFP,200,4,dead,True,875
UM-HET3,C2004,UM,f,UM00644,NFP,200,4,dead,True,1019
UM-HET3,C2004,UM,f,UM00651,NFP,200,4,dead,True,759
UM-HET3,C2004,UM,f,UM00658,NFP,200,4,dead,True,892
UM-HET3,C2004,UM,f,UM00665,NFP,200,4,dead,True,1210
UM-HET3,C2004,UM,f,UM00784,NFP,200,4,dead,True,853
UM-HET3,C2004,UM,f,UM00791,NFP,200,4,dead,True,1104
UM-HET3,C2004,UM,f,UM00798,NFP,200,4,dead,True,876
UM-HET3,C2004,UM,f,UM00805,NFP,200,4,dead,True,769
UM-HET3,C2004,UM,m,UM00833,NFP,200,4,dead,True,1094
UM-HET3,C2004,UM,m,UM00840,NFP,200,4,dead,True,369
UM-HET3,C2004,UM,m,UM00847,NFP,200,4,dead,True,853
UM-HET3,C2004,UM,m,UM00854,NFP,200,4,dead,True,814
UM-HET3,C2004,UM,m,UM00861,NFP,200,4,dead,True,954
UM-HET3,C2004,UM,m,UM00868,NFP,200,4,dead,True,299
UM-HET3,C2004,UM,f,UM00973,NFP,200,4,dead,True,921
UM-HET3,C2004,UM,f,UM00980,NFP,200,4,dead,True,771
UM-HET3,C2004,UM,f,UM00987,NFP,200,4,dead,True,504
UM-HET3,C2004,UM,f,UM00994,NFP,200,4,dead,True,919
UM-HET3,C2004,UM,f,UM01043,NFP,200,4,dead,True,938
UM-HET3,C2004,UM,f,UM01050,NFP,200,4,dead,True,1024
UM-HET3,C2004,UM,f,UM01057,NFP,200,4,dead,True,797
UM-HET3,C2004,UM,f,UM01064,NFP,200,4,dead,True,855
UM-HET3,C2004,UM,m,UM01302,NFP,200,4,dead,True,793
UM-HET3,C2004,UM,m,UM01309,NFP,200,4,dead,True,793
UM-HET3,C2004,UM,m,UM01316,NFP,200,4,dead,True,728
UM-HET3,C2004,UM,m,UM01400,NFP,200,4,dead,True,1025
UM-HET3,C2004,UM,m,UM01407,NFP,200,4,dead,True,733
UM-HET3,C2004,UM,m,UM01414,NFP,200,4,dead,True,1190
UM-HET3,C2004,UM,f,UM01869,NFP,200,4,dead,True,979
UM-HET3,C2004,UM,f,UM01876,NFP,200,4,dead,True,799
UM-HET3,C2004,UM,f,UM01883,NFP,200,4,dead,True,961
UM-HET3,C2004,UM,f,UM01890,NFP,200,4,dead,True,992
UM-HET3,C2004,UM,f,UM01918,NFP,200,4,dead,True,919
UM-HET3,C2004,UM,f,UM01925,NFP,200,4,dead,True,919
UM-HET3,C2004,UM,f,UM01932,NFP,200,4,dead,True,1052
UM-HET3,C2004,UM,f,UM01939,NFP,200,4,dead,True,1034
UM-HET3,C2004,UM,f,UM02016,NFP,200,4,dead,True,714
UM-HET3,C2004,UM,f,UM02023,NFP,200,4,dead,True,924
UM-HET3,C2004,UM,f,UM02030,NFP,200,4,dead,True,929
UM-HET3,C2004,UM,f,UM02037,NFP,200,4,dead,True,828
UM-HET3,C2004,UM,m,UM02163,NFP,200,4,dead,True,903
UM-HET3,C2004,UM,m,UM02170,NFP,200,4,dead,True,590
